Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase,Inflation adjusted price,Market value increase adjusted price,Estimated profit of house since purchase
"63 ASHTHORN AVENUE, GORTNAMONA, HEADFORD",Galway,269000.0,No,Second-Hand Dwelling house /Apartment,20,2,2018,4,285506.7951181249,308683.6871681249,23176.892049999966
"19 THE FAIRWAYS, LITTLE ISLAND, CORK",Cork,335500.0,No,Second-Hand Dwelling house /Apartment,17,12,2020,2,345640.48749999993,359395.98749999993,13755.5
"TAVANAUGHMORE, FOXFORD, MAYO",Mayo,90000.0,No,Second-Hand Dwelling house /Apartment,15,7,2020,2,92720.24999999997,96410.24999999999,3690.0000000000146
"26 Silken Park Avenue, Citywest",Dublin,302000.00549999997,No,New Dwelling house /Apartment,26,10,2016,6,330219.87172461516,371235.11531694775,41015.24359233258
"APT 11 CHAPEL PLACE, KILLARNEY, KERRY",Kerry,150000.0,No,Second-Hand Dwelling house /Apartment,29,3,2021,1,152249.99999999997,155250.0,3000.000000000029
"8 Glenatore, Coosan, Athlone",Westmeath,221325.0,No,New Dwelling house /Apartment,6,12,2018,4,234906.28784207805,253975.52811332807,19069.24027125002
"74 MOUNT MERRION AVENUE, BLACKROCK, CO DUBLIN",Dublin,1170000.0,No,Second-Hand Dwelling house /Apartment,25,9,2019,3,1223443.6987499995,1297199.9137499996,73756.21500000008
"16 Court View, Friary Walk, Callan",Kilkenny,228374.48500000002,No,New Dwelling house /Apartment,12,5,2021,1,231800.10227499998,236367.591975,4567.4897000000055
"Apartment 10, Sli McNean, Blacklion",Cavan,22700.0,No,New Dwelling house /Apartment,15,12,2014,8,25571.38171571345,29891.565139069247,4320.183423355797
"5 WATERMILL LANE, MAIN ST, TULLAMORE",Offaly,101000.0,No,Second-Hand Dwelling house /Apartment,5,11,2019,3,105613.51587499995,111980.50537499998,6366.989500000025
"24 KING ST, CLONMEL, TIPPERARY",Tipperary,35000.0,No,Second-Hand Dwelling house /Apartment,20,4,2016,6,38270.5142379924,43023.936422058025,4753.422184065625
"11 RAILWAY VIEW, BELTURBET, CAVAN",Cavan,122000.0,No,Second-Hand Dwelling house /Apartment,8,10,2020,2,125687.44999999997,130689.44999999998,5002.000000000015
"GARRETSTOWN, DUNSHAUGHLIN, MEATH",Meath,290000.0,No,Second-Hand Dwelling house /Apartment,19,9,2014,8,326682.8501126388,381874.62071938685,55191.77060674806
"7 Ballinamona Park, Tuam, Co. Galway",Galway,31250.0,No,Second-Hand Dwelling house /Apartment,19,9,2013,9,35730.936731069865,42590.54228928506,6859.605558215197
"38 CHAPELGATE, ST ALPHONSUS RD, DRUMCONDRA",Dublin,375000.0,No,Second-Hand Dwelling house /Apartment,25,8,2017,5,403981.5014566404,445382.3646175779,41400.8631609375
"18 DRUM CREST, KNOCK, CLAREMORRIS",Mayo,114950.0,No,Second-Hand Dwelling house /Apartment,4,3,2020,2,118424.36374999997,123137.31374999999,4712.950000000012
"Aisling, Lavalla, Ballnacally  Ennis",Clare,170000.0,No,Second-Hand Dwelling house /Apartment,10,9,2013,9,194376.29581702006,231692.55005371076,37316.2542366907
"37 Galtymore Drive, Drimnagh",Dublin,105000.0,No,Second-Hand Dwelling house /Apartment,26,9,2011,11,123684.63842705524,153296.82031050033,29612.181883445097
"20 ANDREW ST, WATERFORD, WATERFORD",Waterford,64500.0,No,Second-Hand Dwelling house /Apartment,12,1,2016,6,70527.09052430028,79286.96854922122,8759.878024920938
"13 BEECHWOOD GROVE, ONSLOW GARDENS, COMMONS RD",Cork,200000.0,No,Second-Hand Dwelling house /Apartment,9,8,2016,6,218688.65278852798,245851.06526890298,27162.412480375002
"74 AUGHAMORE, KILCOCK ROAD, CLANE",Kildare,345000.275,No,New Dwelling house /Apartment,9,11,2017,5,371663.2775932103,409752.1020619058,38088.8244686955
"85 HARBOUR VIEW, CROFTON RD, DUN LAOGHAIRE",Dublin,700000.0,No,Second-Hand Dwelling house /Apartment,6,3,2020,2,721157.4999999998,749857.4999999999,28700.000000000116
"Carlfield, Ross Road, Enniscorthy",Wexford,137500.0,No,Second-Hand Dwelling house /Apartment,2,11,2012,10,159574.363440958,193957.32958540414,34382.96614444614
"ST JOSEPHS COTTAGE, MAYGLASS, BALLYCOGLEY",Wexford,65000.0,No,Second-Hand Dwelling house /Apartment,11,12,2018,4,68988.63079062497,74588.99504062498,5600.364250000013
"Clifton Mews, Clifton Lane, Monkstown",Dublin,675000.0,No,Second-Hand Dwelling house /Apartment,3,12,2012,10,783365.0568919756,952154.1634192567,168789.1065272811
"93 THE GRANGE, DONORE, MEATH",Meath,190000.0,No,Second-Hand Dwelling house /Apartment,31,3,2016,6,207754.22014910157,233558.51200545783,25804.291856356256
"31 RIDGE POOL VILLAGE, BALLINA, MAYO",Mayo,90000.0,No,Second-Hand Dwelling house /Apartment,12,2,2015,7,99886.04216116016,114505.13364899156,14619.091487831392
"FURROOR, KILMALEY, ENNIS",Clare,120000.0,No,Second-Hand Dwelling house /Apartment,20,3,2017,5,129274.08046612494,142522.35667762495,13248.276211500008
"81 AVONDALE RD, KILLINEY, DUBLIN",Dublin,700000.0,No,Second-Hand Dwelling house /Apartment,28,5,2018,4,742954.4854374997,803266.1004374998,60311.61500000011
"17 THE RISE, WATERFALL RD, BISHOPSTOWN",Cork,418500.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4,444180.64593656233,480238.3757615624,36057.729825000046
"52 CHORD, DROGHEDA, LOUTH",Louth,155000.0,No,Second-Hand Dwelling house /Apartment,12,6,2018,4,164511.35034687494,177866.06509687495,13354.714750000014
"15B ST FINTAN'S VILLAS, DEANSGRANGE, BLACKROCK",Dublin,555000.0,No,Second-Hand Dwelling house /Apartment,31,8,2018,4,589056.7705968748,636875.2653468748,47818.49475000007
"82 MANGERTON RD, DRIMNAGH, DUBLIN 12",Dublin,300000.0,No,Second-Hand Dwelling house /Apartment,1,10,2018,4,318409.0651874999,344256.9001874999,25847.834999999963
"4 BLOCK E, CLONMULLEN HALL, EDENDERRY",Offaly,130000.0,No,Second-Hand Dwelling house /Apartment,1,12,2021,1,131950.0,134550.0,2600.0
"Bye  Ways, Doneraile Place, Tramore",Waterford,145000.0,No,Second-Hand Dwelling house /Apartment,5,7,2013,9,165791.54643216415,197620.1162222827,31828.56979011855
"74 THE GREEN, BEAUMONT WOODS, BEAUMONT DUBLIN 9",Dublin,340000.0,No,Second-Hand Dwelling house /Apartment,20,8,2014,8,383007.4794424041,447715.072567557,64707.59312515287
"42 An Glasan, Greenville Lane, Enniscorthy",Wexford,204999.9999,No,New Dwelling house /Apartment,23,11,2020,2,211196.12489697745,219601.12489287747,8404.999995900027
"7 CROIT NA MARA, QUINCENTENNIAL DRIVE, 123-125 UPPPER SALTHILL",Galway,90000.0,No,Second-Hand Dwelling house /Apartment,22,10,2014,8,101384.33279357756,118512.81332670627,17128.480533128706
"83 CASTLEKNOCK DOWNS, CASTLEKNOCK, DUBLIN 15",Dublin,332000.0,No,Second-Hand Dwelling house /Apartment,16,2,2016,6,363023.1636289565,408112.768346379,45089.60471742251
"30 RAVENSWOOD, CARRICK ON SUIR, CO TIPPERARY",Tipperary,130000.0,No,Second-Hand Dwelling house /Apartment,6,11,2018,4,137977.26158124994,149177.99008124997,11200.728500000027
"214 STANAWAY RD, KIMMAGE, DUBLIN 12",Dublin,200500.0,No,Second-Hand Dwelling house /Apartment,6,11,2015,7,222523.9050368068,255091.99218469785,32568.087147891056
"6 RUS IN URBE TCE, GLENAGEARY RD, DUN LAOGHAIRE",Dublin,910000.0,No,Second-Hand Dwelling house /Apartment,21,2,2017,5,980328.4435347808,1080794.5381386557,100466.09460387495
"26 HAMPTON COVE, BALBRIGGAN, DUBLIN",Dublin,250000.0,No,Second-Hand Dwelling house /Apartment,29,10,2021,1,253749.99999999997,258749.99999999997,5000.0
"CARTRON BOY, BALLYMAHON, LONGFORD",Longford,85000.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8,95751.86986060103,111928.76814188925,16176.898281288217
"116 BLACKCASTLE DEMENSE, NAVAN, MEATH",Meath,125000.0,No,Second-Hand Dwelling house /Apartment,12,3,2015,7,138730.61411272245,159034.9078458216,20304.293733099155
"SSHYAN, KILMIHIL, CLARE",Clare,247500.0,No,Second-Hand Dwelling house /Apartment,30,4,2021,1,251212.49999999997,256162.49999999997,4950.0
"90 BELIGREE BLVD, TYRELLSTOWN, DUBLIN 15",Dublin,247000.0,No,Second-Hand Dwelling house /Apartment,14,7,2017,5,266089.1489594405,293358.517494778,27269.368535337446
"194 THE DRUMLINS, VIRGINIA, CAVAN",Cavan,123460.0,No,Second-Hand Dwelling house /Apartment,27,2,2020,2,127191.57849999996,132253.4385,5061.86000000003
"49 Kiltipper Drive, Tallaght, Dublin 24",Dublin,185750.0,No,Second-Hand Dwelling house /Apartment,1,7,2011,11,218804.0151221477,271189.3749778613,52385.359855713585
"42 Cois Farraige, Blackrock, Dundalk",Louth,214999.99685,No,New Dwelling house /Apartment,21,6,2017,5,231616.0574416959,255352.55197286615,23736.494531170232
"OLD COURT RD, TERRYGLASS, NENAGH",Tipperary,245000.0,No,Second-Hand Dwelling house /Apartment,3,2,2017,5,263934.58095167176,290983.14488348423,27048.563931812474
"62 IVY EXCHANGE, PARNELL ST, DUBLIN 1",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,10,10,2018,4,275954.5231624999,298355.98016249994,22401.457000000053
"29 SEASIDE, BELMULLET, MAYO",Mayo,62000.0,No,Second-Hand Dwelling house /Apartment,21,3,2014,8,69842.54036890899,81642.16029173098,11799.619922821992
"APT 46 BELLEVUE, BLOCK A, ISLANDBRIDGE DUBLIN 8",Dublin,287000.0,No,Second-Hand Dwelling house /Apartment,15,1,2015,7,318525.4900028107,365144.1484140064,46618.658411195676
"58 SHANNON HEIGHTS, KILRUSH, CLARE",Clare,160000.0,No,Second-Hand Dwelling house /Apartment,2,7,2020,2,164835.99999999994,171395.99999999997,6560.000000000029
"30 Castle Street, Tralee",Kerry,25000.0,No,Second-Hand Dwelling house /Apartment,3,2,2016,6,27336.081598565997,30731.383158612873,3395.3015600468752
"73 GLASAN STUDENT VILLAGE, BALLYBANE RD, GALWAY",Galway,83000.0,No,Second-Hand Dwelling house /Apartment,10,11,2015,7,92117.1277708477,105599.17880962555,13482.051038777849
"99 Drakes Point, Crosshaven, Co. Cork",Cork,339998.33,No,New Dwelling house /Apartment,18,4,2019,3,355528.90121711366,376962.2259411487,21433.324724035047
"19 Meadow Court, Claremorris",Mayo,56750.0,No,New Dwelling house /Apartment,19,3,2015,7,62983.69880717599,72201.848162003,9218.149354827015
"1 LYNDERRY COURT, MULLINGAR, WESTMEATH",Westmeath,150000.0,No,Second-Hand Dwelling house /Apartment,15,10,2014,8,168973.88798929594,197521.35554451044,28547.467555214505
"47 kinvara Park, Ballyvolane",Cork,160000.0,No,Second-Hand Dwelling house /Apartment,21,9,2012,10,185686.53200402384,225695.80169937937,40009.26969535553
"41 DISCOVERY BUILDING, ROYAL CANAL PARK, DUBLIN 15",Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,5,8,2014,8,191503.73972120206,223857.5362837785,32353.796562576434
"20  The Peatlands, Broomfield Village, Midleton",Cork,281000.0,No,Second-Hand Dwelling house /Apartment,18,8,2015,7,311866.4205254001,357510.47283740697,45644.05231200688
"CURRATONEY, BALLINMORE, LEITRIM",Leitrim,20000.0,No,Second-Hand Dwelling house /Apartment,2,10,2017,5,21545.68007768749,23753.72611293749,2208.0460352499977
"22 DUN EMER RD, DUNDRUM, DUBLIN 16",Dublin,615000.0,No,Second-Hand Dwelling house /Apartment,31,7,2017,5,662529.6623888903,730427.0779728278,67897.41558393755
"36 DUNARD, CRAUGHWELL, GALWAY",Galway,165000.0,No,Second-Hand Dwelling house /Apartment,2,3,2016,6,180418.13855053557,202827.12884684498,22408.990296309406
"DERRYBEG, LETTERKENNY, CO. DONEGAL",Donegal,161000.0,No,Second-Hand Dwelling house /Apartment,25,10,2021,1,163414.99999999997,166635.0,3220.000000000029
"KEADUE EAST, KEADUE, BOYLE",Roscommon,116000.0,No,Second-Hand Dwelling house /Apartment,19,2,2018,4,123118.17187249997,133112.66807249998,9994.496200000009
"5 MAYFIELD GROVE, ATHLONE, WESTMEATH",Westmeath,173500.0,No,Second-Hand Dwelling house /Apartment,30,10,2014,8,195446.46377428563,228466.3679131504,33019.904138864775
"15 CHAPEL CRESCENT, RIVERSTON ABBEY, NAVAN RD DUBLIN 7",Dublin,455000.0,No,Second-Hand Dwelling house /Apartment,13,3,2020,2,468752.3749999999,487407.37499999994,18655.00000000006
"15B DUN ARD, KNOCKCROGHERY, ROSCOMMON",Roscommon,182000.0,No,Second-Hand Dwelling house /Apartment,16,7,2019,3,190313.46424999993,201786.65324999994,11473.189000000013
"APT 22 BLOCK C BAILIS VILLAGE, JOHNSTOWN, NAVAN",Meath,150000.0,No,Second-Hand Dwelling house /Apartment,3,6,2021,1,152249.99999999997,155250.0,3000.000000000029
"18 OFFINGTON PARK, SUTTON, DUBLIN 13",Dublin,865000.0,No,Second-Hand Dwelling house /Apartment,4,9,2019,3,904511.7943749997,959040.9618749998,54529.1675000001
"14 Cluain Beag, Wexford",Wexford,203008.1203,Yes,New Dwelling house /Apartment,7,12,2021,1,206053.24210449998,210113.4045105,4060.1624060000177
"21 ASHFIELD MANOR, MULLINGAR, WESTMEATH",Westmeath,112500.0,No,Second-Hand Dwelling house /Apartment,28,5,2021,1,114187.49999999999,116437.49999999999,2250.0
"31 Barnwell Grove, Barnwell, Hansfield",Dublin,369387.50925,No,New Dwelling house /Apartment,12,9,2017,5,397935.25494971644,438716.4862132332,40781.23126351676
"5 ENAVILLE AVENUE, BALLYBOUGH, DUBLIN 3",Dublin,120000.0,No,Second-Hand Dwelling house /Apartment,13,12,2017,5,129274.08046612494,142522.35667762495,13248.276211500008
"36 WOODQUAY, GALWAY",Galway,335000.0,No,Second-Hand Dwelling house /Apartment,12,7,2019,3,350302.2556249999,371420.4881249999,21118.232500000042
"49 Ballytruckle, Waterford",Waterford,21000.0,No,Second-Hand Dwelling house /Apartment,2,8,2013,9,24011.189483278948,28620.844418399563,4609.654935120616
"31 Seabrook, Brook Lane, County Dublin",Dublin,317800.0,No,New Dwelling house /Apartment,15,6,2011,11,374352.1723058872,463978.376139781,89626.20383389376
"89  Iveragh Road, Whitehall, Dublin 9",Dublin,422000.0,No,Second-Hand Dwelling house /Apartment,9,8,2013,9,482510.5696163674,575142.6830745055,92632.11345813813
"22 The Willows, Oldgrange Wood, Monasterevin",Kildare,188999.9957,No,New Dwelling house /Apartment,29,4,2016,6,206660.7721833529,232329.2513933154,25668.479209962505
"1 MOUNT PLEASANT VILLAS, RANELAGH, DUBLIN 6",Dublin,515000.0,No,Second-Hand Dwelling house /Apartment,20,9,2021,1,522724.99999999994,533025.0,10300.000000000058
"5 CASTLE PARK, FETHARD ON SEA, WEXFORD",Wexford,110000.0,No,Second-Hand Dwelling house /Apartment,28,10,2014,8,123914.18452548368,144848.99406597432,20934.809540490634
"29 Seabrook, Brook Lane, Rush",Dublin,165000.00075,No,New Dwelling house /Apartment,22,10,2013,9,188659.34679759137,224878.06430959815,36218.717512006784
"FORTGRANITE, BALTINGLASS, WICKLOW",Wicklow,950000.0,No,Second-Hand Dwelling house /Apartment,7,5,2019,3,993394.4562499996,1053281.9812499997,59887.52500000014
"20 SUNCROFT DR, TALLAGHT, DUBLIN 24",Dublin,175000.0,No,Second-Hand Dwelling house /Apartment,12,11,2015,7,194222.8597578114,222648.87098415024,28426.01122633883
"6 The Acorns, Castleoaks, Curraclough",Cork,214999.99685,Yes,New Dwelling house /Apartment,28,9,2017,5,231616.0574416959,255352.55197286615,23736.494531170232
"NO.3 THE POINT, STRAND ROAD, FOUNTAINSTOWN",Cork,375000.0,No,Second-Hand Dwelling house /Apartment,16,12,2016,6,410041.22397849,460970.7473791931,50929.523400703096
"BARNAGURRAHA, ANGELSBOROUGH, CO LIMERICK",Limerick,150000.0,No,Second-Hand Dwelling house /Apartment,17,9,2019,3,156851.75624999995,166307.68124999997,9455.925000000017
"CLOON, CLEGGAN, GALWAY",Galway,200000.0,No,Second-Hand Dwelling house /Apartment,15,9,2014,8,225298.51731906124,263361.80739268055,38063.29007361931
"NO.1 MOUNT STREET CRESCENT, DUBLIN 2",Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,17,1,2020,2,463601.2499999999,482051.24999999994,18450.00000000006
"3 Rockville Square, Glenamuck Road",Dublin,549999.435,No,New Dwelling house /Apartment,28,11,2019,3,575122.5154417179,609794.2048244006,34671.68938268267
"24 OAKVIEW WAY, HARTSTOWN RD, CLONSILLA DUBLIN 15",Dublin,306000.0,No,Second-Hand Dwelling house /Apartment,8,8,2019,3,319977.5827499999,339267.66974999994,19290.087000000058
"The Village, Ballinagree, Macroom",Cork,80000.0,No,Second-Hand Dwelling house /Apartment,21,6,2013,9,91471.19803153885,109031.78826056977,17560.590229030917
"82 MIllers Court, Old Quarter, Ballincollig",Cork,309999.99625,No,New Dwelling house /Apartment,1,9,2017,5,333958.03716434113,368182.7502967075,34224.71313236636
"19 HIGHFIELD GREEN, SWORDS, DUBLIN",Dublin,686501.0,No,Second-Hand Dwelling house /Apartment,12,11,2021,1,696798.5149999999,710528.5349999999,13730.020000000019
"Apartment 40, Booterstown Wood, Booterstown Avenue",Dublin,300000.01065,No,New Dwelling house /Apartment,18,1,2011,11,353384.693765314,437990.9307215356,84606.23695622158
"12 PRIMROSE STREET, BROADSTONE",Dublin,130000.0,No,Second-Hand Dwelling house /Apartment,6,11,2012,10,150870.30725326936,183377.83888074572,32507.53162747636
"18 OAKLANDS, CHURCH LANE, GREYSTONES",Wicklow,365000.0,No,Second-Hand Dwelling house /Apartment,30,5,2016,6,399106.79133906355,448678.19411574793,49571.40277668438
"RECTORY RD, UPPER STRAND, YOUGHAL",Cork,160000.0,No,Second-Hand Dwelling house /Apartment,7,11,2016,6,174950.92223082238,196680.8522151224,21729.92998430002
"6 TERRYGLASS COTTAGES, TERRYGLASS, NENAGH",Tipperary,165000.0,No,Second-Hand Dwelling house /Apartment,25,11,2020,2,169987.12499999994,176752.12499999997,6765.000000000029
"19 CASTLEWOOD AVE, RATHMINES, DUBLIN 6",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,7,2,2020,2,1287781.2499999998,1339031.2499999998,51250.0
"50 SALLINS BRIDGE, SALLINS, KILDARE",Kildare,415000.0,No,Second-Hand Dwelling house /Apartment,24,8,2021,1,421224.99999999994,429524.99999999994,8300.0
"TEMBANI, COOLGARTEN PARK, GLASHEEN RD",Cork,358000.0,No,Second-Hand Dwelling house /Apartment,27,7,2016,6,391452.6884914651,440073.4068313364,48620.718339871266
"96 The Drive, Kill St Lawrence, Airport Road",Waterford,217693.0,No,New Dwelling house /Apartment,26,3,2018,4,231051.41542620806,249807.72457505806,18756.309148850007
"1 TIR LAUGHAN, CARRIGART, LETTERKENNY",Donegal,126000.0,No,Second-Hand Dwelling house /Apartment,3,7,2015,7,139840.45902562424,160307.18710858817,20466.728082963935
"STILLBROOK, MOUNTRATH, LAOIS",Laois,63000.0,No,Second-Hand Dwelling house /Apartment,3,7,2019,3,65877.73762499998,69849.22612499999,3971.4885000000068
"Finnadoose, Barnesmore",Donegal,200000.0,No,Second-Hand Dwelling house /Apartment,16,11,2010,12,239123.6342923068,302213.73146927205,63090.09717696527
"36 DONORE RD, DUBLIN 8, DUBLIN",Dublin,385000.0,No,Second-Hand Dwelling house /Apartment,9,5,2017,5,414754.3414954842,457259.2276740467,42504.886178562534
"24 SMITHFIELD GATE, KING ST NORTH, SMITHFIELD DUBLIN 7",Dublin,268000.0,No,Second-Hand Dwelling house /Apartment,7,7,2017,5,288712.1130410124,318299.9299133624,29587.81687235
"MAIN STREET, KILCORMAC, CO OFFALY",Offaly,60000.0,No,Second-Hand Dwelling house /Apartment,29,10,2021,1,60899.99999999999,62099.99999999999,1200.0
"KILMURRY, TULLAMORE, CO. OFFALY",Offaly,115000.0,No,Second-Hand Dwelling house /Apartment,6,12,2016,6,125745.97535340358,141364.36252961922,15618.387176215634
"QUILL HOUSE, KILMACANOGUE SOUTH, WICKLOW",Wicklow,150000.0,No,Second-Hand Dwelling house /Apartment,16,4,2018,4,159204.53259374996,172128.45009374994,12923.917499999981
"1 MARLTON GROVE, WICKLOW, WICKLOW",Wicklow,335000.0,No,Second-Hand Dwelling house /Apartment,14,2,2019,3,350302.2556249999,371420.4881249999,21118.232500000042
"LISANURLAN, STROKESTOWN RD, LONGFORD",Longford,160000.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8,180238.813855249,210689.44591414445,30450.632058895455
"4 HAMPTON COURT, BALBRIGGAN, CO DUBLIN",Dublin,100000.0,No,Second-Hand Dwelling house /Apartment,18,11,2015,7,110984.49129017796,127227.9262766573,16243.434986479333
"APARTMENT 5 TEACH BAN, 4/5 LIBERTY SQUARE, THURLES",Tipperary,36875.0,No,Second-Hand Dwelling house /Apartment,24,3,2021,1,37428.125,38165.625,737.5
"7 HARVEY HOUSE, STEAMBOAT QUAY, LIMERICK",Limerick,115000.0,No,Second-Hand Dwelling house /Apartment,27,8,2020,2,118475.87499999997,123190.87499999999,4715.000000000015
"16 TRADERS WHARF, USHERS QUAY, DUBLIN 8",Dublin,231000.0,No,Second-Hand Dwelling house /Apartment,6,12,2018,4,245174.98019437492,265077.81314437493,19902.83295000001
"206 ROSEMOUNT, THURLES, TIPPERARY",Tipperary,160000.0,No,Second-Hand Dwelling house /Apartment,29,4,2016,6,174950.92223082238,196680.8522151224,21729.92998430002
"3 ELTON GROVE, MILLFARM, DUNBOYNE",Meath,490000.0,No,Second-Hand Dwelling house /Apartment,7,2,2020,2,504810.2499999999,524900.2499999999,20090.0
"6 Churchfield, 59/60 Clontarf Road, Dublin 3",Dublin,649995.205,No,New Dwelling house /Apartment,18,11,2016,6,710732.8785022653,799010.0678446449,88277.18934237957
