Address,County,Price (€),Not Full Market Price,Description of Property,day,month,year,Years since purchase
"32 Milltown Gate, Burgage Mor, Blessington",Wicklow,238999.9918,No,New Dwelling house /Apartment,17,7,2014,8
"BALLINAHASK, KILMUCKRIDGE, GOREY",Wexford,237500.0,No,Second-Hand Dwelling house /Apartment,22,12,2020,2
"21 Clonminch Avenue, Tullamore",Offaly,348066.6591,No,New Dwelling house /Apartment,11,6,2010,12
"4 The Palms, Roebuck Road, Clonskeagh",Dublin,595000.0,No,Second-Hand Dwelling house /Apartment,29,1,2010,12
"12 CLOS DERBRIU, THE FERNS, BLACKROCK",Louth,305000.0,No,Second-Hand Dwelling house /Apartment,4,10,2019,3
"HILLCREST, AUGHNADERRY, STROKESTOWN",Roscommon,170000.0,No,Second-Hand Dwelling house /Apartment,29,11,2018,4
"17 HARBOUR ROW, COBH, CORK",Cork,80000.0,No,Second-Hand Dwelling house /Apartment,12,7,2017,5
"24 BURNELL COURT, MALAHIDE RD, DUBLIN 17",Dublin,170000.0,No,Second-Hand Dwelling house /Apartment,19,12,2014,8
"206 Maryborough Village, Portlaoise",Laois,170000.3,No,New Dwelling house /Apartment,9,6,2017,5
"136 LITTLEPACE WALK, CLONEE, DUBLIN 15",Dublin,250000.0,No,Second-Hand Dwelling house /Apartment,17,6,2015,7
"Apt 6 Castlepark Garden Residence, Castlepark Road, Dalkey",Dublin,645000.0018999999,No,New Dwelling house /Apartment,24,9,2012,10
"12 The Reef, Clearwater Cove, Rosslare",Wexford,273999.215,No,New Dwelling house /Apartment,2,6,2011,11
"1 Abbey Court, Fr. Russell Road",Limerick,250000.0,No,Second-Hand Dwelling house /Apartment,29,4,2013,9
"28 Grange Hall, Dunshaughlin, County Meath",Meath,173087.5,No,New Dwelling house /Apartment,3,12,2012,10
"30 ELY CLOSE, FIRHOUSE, DUBLIN 24",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,26,8,2016,6
"374 Walshestown, Newbridge, County Kildare",Kildare,145000.0,No,Second-Hand Dwelling house /Apartment,22,2,2013,9
"1 GREENHILLS COURT, SOUTH DOUGLAS RD, CORK CITY",Cork,230000.0,No,Second-Hand Dwelling house /Apartment,5,12,2018,4
"35 THE PARK, LAKEPOINT, MULLINGAR",Westmeath,190000.0,No,Second-Hand Dwelling house /Apartment,29,7,2020,2
"23  Creevaghbui, Mullingar Road, Ballymahon",Longford,44052.86,No,Second-Hand Dwelling house /Apartment,4,1,2013,9
"21 The Lawn, St. Marnocks Bay, Station Road",Dublin,555000.245,No,New Dwelling house /Apartment,24,11,2017,5
"CAMIRA, 68A GEORGE'S AVENUE, BLACKROCK",Dublin,488000.0,No,Second-Hand Dwelling house /Apartment,10,10,2011,11
"119 RIALTO COTTAGES, RIALTO, DUBLIN 8",Dublin,95000.0,No,Second-Hand Dwelling house /Apartment,18,12,2015,7
"26 COOPER'S WOOD, CHAPEL ROAD, KINSEALY",Dublin,475000.0,No,Second-Hand Dwelling house /Apartment,25,7,2019,3
"49 The Moorings, Corbally, Limerick",Clare,113500.0,No,Second-Hand Dwelling house /Apartment,27,2,2015,7
"BLOCK 19 APT 8, PRIORY HALL, HOLE IN THE WALL ROAD",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,13,8,2021,1
"APT 27, MILLTOWN GROVE, MILLTOWN BRIDGE DUBLIN 14",Dublin,477500.0,No,Second-Hand Dwelling house /Apartment,16,4,2021,1
"72 THE FAIRWAYS, ABBEYLEIX, LAOIS",Laois,90000.0,Yes,Second-Hand Dwelling house /Apartment,13,12,2018,4
"COOLEEN, BIRDHILL, CO TIPPERARY",Tipperary,261000.0,No,Second-Hand Dwelling house /Apartment,8,9,2016,6
"2 Killoughterane, Borris",Carlow,110000.0,No,Second-Hand Dwelling house /Apartment,15,9,2011,11
"42 CLANCARTHY RD, DONNYCARNEY, DUBLIN 5",Dublin,280000.0,No,Second-Hand Dwelling house /Apartment,15,7,2015,7
"41 LORCAN RD, SANTRY, DUBLIN 9",Dublin,385000.0,No,Second-Hand Dwelling house /Apartment,3,12,2020,2
"7 BIRCH GROVE, CASTLELAKE, CARRIGTWOHILL",Cork,211000.0,No,Second-Hand Dwelling house /Apartment,6,9,2021,1
"24 THE MAPLES CASTLEJANE WOODS, GLANMIRE, CORK",Cork,229000.0,No,Second-Hand Dwelling house /Apartment,14,1,2021,1
"3 HAWKINS GARDENS, HILL RD, WHITEGATE",Cork,225000.0,No,Second-Hand Dwelling house /Apartment,10,11,2016,6
"21 Prospect Avenue, Mullingar",Westmeath,175000.0,No,Second-Hand Dwelling house /Apartment,19,3,2014,8
"125 KILMAINHAM SQ, INCHICORE RD, DUBLIN 8",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,24,9,2018,4
"APT 13 WATERMINT, OLD BRAY RD, CABINTEELY",Dublin,320000.0,No,Second-Hand Dwelling house /Apartment,22,12,2016,6
"16 Crenagh Hill, Woodside, Kerry Pike",Cork,305548.81,No,New Dwelling house /Apartment,3,9,2021,1
"5 MARINE TERRACE, TRAMORE, CO. WATERFORD",Waterford,410000.0,No,Second-Hand Dwelling house /Apartment,10,2,2021,1
"53 SANDGROVE, BLACKROCK, DUNDALK",Louth,200000.0,No,Second-Hand Dwelling house /Apartment,11,4,2019,3
"75  Trotonville Road, Sandymount",Dublin,650000.0,No,Second-Hand Dwelling house /Apartment,22,12,2011,11
"61 EGLINTON RD, DUBLIN 4, DUBLIN",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,16,10,2015,7
"ANNAGHMORE, BLUEBALL",Offaly,280000.0,No,Second-Hand Dwelling house /Apartment,30,11,2011,11
"20 BRIDGE ST, CARRICK ON SUIR, CO TIPPERARY",Tipperary,47000.0,No,Second-Hand Dwelling house /Apartment,8,6,2018,4
"38 SPRINGMOUNT, KINSALE, CORK",Cork,240000.0,No,Second-Hand Dwelling house /Apartment,30,3,2020,2
"LUNERTON, BALLINAMORE BRIDGE, BALLINASLOE",Galway,40000.0,No,Second-Hand Dwelling house /Apartment,22,11,2021,1
"18 COYLIN COURT, RAMELTON, DONEGAL",Donegal,125000.0,No,Second-Hand Dwelling house /Apartment,3,4,2020,2
"1 Clonmore, Mallow",Cork,249700.0,No,New Dwelling house /Apartment,18,4,2012,10
"5B KERMON HOUSE, THE MALL, DROGHEDA",Louth,65000.0,No,Second-Hand Dwelling house /Apartment,11,5,2017,5
"55 SPRINGVALE, SLIGO ROAD, TUBBERCURRY",Sligo,90000.0,No,Second-Hand Dwelling house /Apartment,20,4,2021,1
"13 ST MARY'S ROAD, KILLENAULE, THURLES",Tipperary,30000.0,No,Second-Hand Dwelling house /Apartment,31,3,2017,5
"8 CHURCH AVE, EDEN GATE, DELGANY",Wicklow,535000.0,No,Second-Hand Dwelling house /Apartment,1,12,2020,2
"22 COLLEGE AVE, COLLEGE MANOR, COBH",Cork,170000.0,No,Second-Hand Dwelling house /Apartment,21,5,2020,2
"GREENFIELDS, GRACEDIEU EAST, WATERFORD",Waterford,185000.0,No,Second-Hand Dwelling house /Apartment,24,10,2018,4
"26 BATH AVE GARDENS, SANDYMOUNT, DUBLIN 4",Dublin,525000.0,No,Second-Hand Dwelling house /Apartment,20,3,2020,2
"CHURCH ST, CAHIR, TIPPERARY",Tipperary,75000.0,No,Second-Hand Dwelling house /Apartment,11,4,2019,3
"19 HILLVIEW DR, RATHNAPISH, CARLOW",Carlow,134000.0,No,Second-Hand Dwelling house /Apartment,20,12,2013,9
"TOP ROW, SEAMOUNT, COURTOWN",Wexford,100000.0,No,Second-Hand Dwelling house /Apartment,20,1,2015,7
"67 FORTFIELD RD, TERENURE, DUBLIN 6W",Dublin,550000.0,No,Second-Hand Dwelling house /Apartment,22,12,2015,7
"Mullaghnerary, Killygordon, Lifford",Donegal,159999.815,No,New Dwelling house /Apartment,4,2,2011,11
"2 WEST TERRACE, INCHICORE, DUBLIN 8",Dublin,275000.0,No,Second-Hand Dwelling house /Apartment,13,5,2021,1
"9 BENWHISKEN VIEW, BUNDORAN, DONEGAL",Donegal,122500.0,No,Second-Hand Dwelling house /Apartment,14,12,2020,2
"Towney, Kilcar, Donegal",Donegal,80000.0,No,Second-Hand Dwelling house /Apartment,7,10,2014,8
"4 Sliabh Rioga, Rahoon, Galway",Galway,185000.0,No,Second-Hand Dwelling house /Apartment,6,9,2012,10
"3 Cloughanboy Crescent, Ballymahon Road, Athlone",Westmeath,220000.0,No,Second-Hand Dwelling house /Apartment,27,10,2010,12
"46 Cherryfield Road, Walkinstown, Dublin 12",Dublin,350000.0,No,Second-Hand Dwelling house /Apartment,7,11,2013,9
"6 Hunter's Green, Hunterswood, Ballycullen Road",Dublin,136500.0,No,Second-Hand Dwelling house /Apartment,15,8,2012,10
"5 THE COMMON, CORNMARKET, BALLINROBE",Mayo,60000.0,No,Second-Hand Dwelling house /Apartment,12,11,2015,7
"belcruit, kincasslagh",Donegal,50000.0,No,Second-Hand Dwelling house /Apartment,17,9,2012,10
"Apartment No.187 Abbot Court, Cualanor, Upper Glenageary Road",Dublin,456257.00425,No,New Dwelling house /Apartment,14,11,2019,3
"Cornalack, Terryglass",Tipperary,85000.0,No,Second-Hand Dwelling house /Apartment,11,2,2013,9
"269 TI RUAIRI, GLEANN NA RI, MURROUGH",Galway,165000.0,No,Second-Hand Dwelling house /Apartment,24,2,2020,2
"157 LAUREL PARK, NEWCASTLE, GALWAY",Galway,225000.0,No,Second-Hand Dwelling house /Apartment,16,3,2016,6
"No 40 Thornwood, Beaumont",Dublin,465350.0,No,New Dwelling house /Apartment,28,9,2016,6
"APARTMENT 2, EAST END, DRIMOLEAGUE",Cork,25000.0,No,Second-Hand Dwelling house /Apartment,30,10,2020,2
"111 CASTLEMOYNE, BALGRIFFIN",Dublin,549999.435,No,New Dwelling house /Apartment,28,11,2014,8
"10 HERBERT PARK, BALLSBRIDGE, DUBLIN 4",Dublin,1250000.0,No,Second-Hand Dwelling house /Apartment,12,8,2016,6
"2A Sandymount Castle Park, Sandymount",Dublin,575000.0,No,Second-Hand Dwelling house /Apartment,5,12,2011,11
"CLONEEN, SEVENCHURCHES, GLENDALOUGH",Wicklow,450000.0,No,Second-Hand Dwelling house /Apartment,10,3,2020,2
"8 CAISEAL UR UPPER, BOTHAR AN STIOFAN, KNOCKNACARRA",Galway,100000.0,Yes,Second-Hand Dwelling house /Apartment,10,10,2018,4
"27 ANNALY TERRACE, ONGARWOOD, ONGAR DUBLIN 15",Dublin,268000.0,No,Second-Hand Dwelling house /Apartment,6,3,2018,4
"Birchfield, Springlane, Bandon",Cork,185000.0,No,Second-Hand Dwelling house /Apartment,13,3,2013,9
"Shanahill, Castlemaine",Kerry,45000.0,No,Second-Hand Dwelling house /Apartment,4,10,2012,10
"23 Knights Grange, Lacken Road, Kilbarry",Waterford,210000.00405,Yes,New Dwelling house /Apartment,3,12,2019,3
"13 VIKING RD, DUBLIN 7, DUBLIN",Dublin,420000.0,No,Second-Hand Dwelling house /Apartment,13,3,2020,2
"20 Corofin House, Clare Village, Clarehall",Dublin,165000.0,No,Second-Hand Dwelling house /Apartment,4,9,2015,7
"6 LIMEWOOD GROVE, ONSLOW GARDENS, CORK",Cork,261000.0,No,Second-Hand Dwelling house /Apartment,1,10,2021,1
"DRISH, THURLES, TIPPERARY",Tipperary,70000.0,No,Second-Hand Dwelling house /Apartment,23,3,2016,6
"AOIBHGREINE, 37A BALLINCLEA HEIGHTS, KILLINEY",Dublin,425000.0,No,Second-Hand Dwelling house /Apartment,17,12,2013,9
"27 HAZELWOOD, LOUGHREA, COSMONA",Galway,200000.0,No,Second-Hand Dwelling house /Apartment,26,5,2021,1
"26 LIMEKILN GREEN, GREENHILLS, WALKINSTOWN DUBLIN 12",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,1,8,2018,4
"4 Kilgarron Park, Enniskerry",Wicklow,225000.0,No,Second-Hand Dwelling house /Apartment,5,12,2011,11
"1 BROWNSHILL RD, CARLOW",Carlow,415000.0,No,Second-Hand Dwelling house /Apartment,23,8,2021,1
"22 MILLFIELD MANOR, NEWBRIDGE",Kildare,249998.505,No,New Dwelling house /Apartment,17,11,2011,11
"11 AGHAMEEN PARK, MUIRHEVNA MOR, DUNDALK",Louth,56000.0,No,Second-Hand Dwelling house /Apartment,12,10,2016,6
"4 Castlevillage Way, Celbridge",Kildare,245000.0,No,Second-Hand Dwelling house /Apartment,8,10,2010,12
"55, Cedarview  Northwood, Santry",Dublin,559999.99945,No,New Dwelling house /Apartment,9,7,2020,2
"18 Whitethorn Lawn, Whitethorn Village",Kildare,394980.0,No,New Dwelling house /Apartment,25,11,2021,1
"29 Celbridge Road, Leixlip",Kildare,225000.0,No,Second-Hand Dwelling house /Apartment,15,5,2015,7
"MOANAVIDDOGE, OOLA, LIMERICK",Limerick,272500.0,No,Second-Hand Dwelling house /Apartment,6,6,2018,4
"37 Kenilworth Park, Harolds Cross",Dublin,435000.0,No,Second-Hand Dwelling house /Apartment,10,4,2013,9
"21 CAMERON SQ, KILMAINHAM, DUBLIN 8",Dublin,282000.0,No,Second-Hand Dwelling house /Apartment,2,5,2019,3
"90 THE GLEBE, ARDEE RD, KELLS",Meath,200000.0,No,Second-Hand Dwelling house /Apartment,5,6,2018,4
"82 PORTMARNOCK DRIVE, PORTMARNOCK, CO DUBLIN",Dublin,450000.0,No,Second-Hand Dwelling house /Apartment,9,1,2017,5
"KNOCKNAGALLAGH, BANDON, CORK",Cork,215000.0,No,Second-Hand Dwelling house /Apartment,4,9,2015,7
"20 GRAYDON CRESCENT, GRAYDON, NEWCASTLE",Dublin,359999.3,No,New Dwelling house /Apartment,16,11,2021,1
"148 CASTLEROSS, DUNDALK, LOUTH",Louth,155000.0,No,Second-Hand Dwelling house /Apartment,1,11,2021,1
"MARYHILL, AHIOHILL MORE, ENNISKEANE",Cork,370000.0,No,Second-Hand Dwelling house /Apartment,21,2,2019,3
"6 Sheepmoor Avenue, Blanchardstown",Dublin,50790.0,Yes,Second-Hand Dwelling house /Apartment,4,10,2013,9
"129 BUTTERCUP PARK, DARNDALE, DUBLIN 17",Dublin,234000.0,No,Second-Hand Dwelling house /Apartment,30,8,2021,1
"THE PINES, CLONES RD, MONAGHAN",Monaghan,165000.0,No,Second-Hand Dwelling house /Apartment,30,7,2014,8
"LONGFORD, CASTLEREA",Roscommon,35000.0,Yes,Second-Hand Dwelling house /Apartment,12,5,2015,7
"10 Riverside Apartments, Main Street, Arklow",Wicklow,80000.0,No,Second-Hand Dwelling house /Apartment,1,5,2015,7
"REAMORE, KIELDUFF, TRALEE",Kerry,155000.0,No,Second-Hand Dwelling house /Apartment,16,4,2020,2
"17 The Avenue, Green Lane Manor, Rathcoole",Dublin,374999.99344999995,No,New Dwelling house /Apartment,2,12,2019,3
"31 WESTLANDS, WESTPORT, MAYO",Mayo,257000.0,No,Second-Hand Dwelling house /Apartment,13,7,2017,5
"GLENAROUSK, STRAWHALL, FERMOY",Cork,340000.0,No,Second-Hand Dwelling house /Apartment,19,10,2021,1
"16 Woodpark, Laragh Road, Rathdrum",Wicklow,274999.9899,No,New Dwelling house /Apartment,22,11,2018,4
"THE OLD FARMHOUSE, AUGHAVILLE, BANTRY",Cork,125000.0,No,Second-Hand Dwelling house /Apartment,11,11,2016,6
"8 The Grove, Semple Woods, Donabate",Dublin,464999.9887,No,New Dwelling house /Apartment,12,2,2021,1
"8 COIS CILL, DOOHAMLET, CASTLEBLAYNEY",Monaghan,60000.0,Yes,Second-Hand Dwelling house /Apartment,7,9,2021,1
"DERRYNANE HOUSE, RATHCANNON, ATHLACCA",Limerick,153000.0,No,Second-Hand Dwelling house /Apartment,24,5,2017,5
"LISMACRORY, BALLINGARRY, ROSCREA TIPPERARY",Tipperary,35000.0,No,Second-Hand Dwelling house /Apartment,3,9,2014,8
"1 BLUEBELL WAY, ESKER HILLS, RIDGE RD",Laois,137500.0,No,Second-Hand Dwelling house /Apartment,13,11,2017,5
"3 BAILEYS NEW STREET, WATERFORD",Waterford,30000.0,No,Second-Hand Dwelling house /Apartment,4,1,2019,3
"TIRANASCRAGH, BALLINASLOE",Galway,35000.0,No,Second-Hand Dwelling house /Apartment,21,3,2013,9
"KILLARE, MULLINGAR, WESTMEATH",Westmeath,240000.0,No,Second-Hand Dwelling house /Apartment,3,9,2021,1
"30 STAMANARAN, OLD GOLFLINKS RD, BLACKROCK",Louth,185000.0,No,Second-Hand Dwelling house /Apartment,15,7,2019,3
"25 SEAVIEW WAY, CNOC NAMARA, BLACKROCK",Louth,180000.00185,No,New Dwelling house /Apartment,11,11,2019,3
"NO 2 HILLVIEW, FALLADEEN ROAD, BALLINLOUGH",Sligo,70000.0,No,Second-Hand Dwelling house /Apartment,22,5,2017,5
"11 St Helen's Chase, St. Helen's, Adamstown",Dublin,290000.00234999997,No,New Dwelling house /Apartment,12,12,2018,4
"46 ard thomain, sli na manach, mungret",Limerick,243206.2564,No,New Dwelling house /Apartment,17,6,2015,7
"ARD NA GREINE, HILLSIDE, BIRR",Offaly,270000.0,No,Second-Hand Dwelling house /Apartment,7,3,2016,6
"THE BUNGALOW, KNOCKENRAHAN, ARKLOW",Wicklow,235000.0,No,Second-Hand Dwelling house /Apartment,25,7,2018,4
"83 LANESBOROUGH COURT, FINGLAS",Dublin,105000.0,No,Second-Hand Dwelling house /Apartment,21,5,2015,7
"13 Roebuck Downs, Clonskeagh, Dublin 14",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,7,8,2012,10
"10 CLAREVILLE, CLAREMORRIS, MAYO",Mayo,85000.0,No,Second-Hand Dwelling house /Apartment,18,4,2016,6
"40 The Paddocks, Newcastle West",Limerick,125000.0,No,Second-Hand Dwelling house /Apartment,16,10,2013,9
"52  Hollywoodrath Avenue, Hollystown, Dublin 15",Dublin,357499.99594999995,No,New Dwelling house /Apartment,19,11,2019,3
"199 BRACKEN HILL, BLACKGLEN RD, SANDYFORD",Dublin,260000.0,No,Second-Hand Dwelling house /Apartment,3,7,2019,3
"Millbank, Mountrath",Laois,360000.0,No,Second-Hand Dwelling house /Apartment,10,7,2013,9
"5 WATERFRONT, LEITRIM VILLAGE, COUNTY LEITRIM",Leitrim,77500.0,No,Second-Hand Dwelling house /Apartment,21,4,2017,5
"33 ST KILLIANS AVE, WALKINSTOWN, DUBLIN 12",Dublin,340000.0,No,Second-Hand Dwelling house /Apartment,3,11,2020,2
"13 ASHBROOK CRESCENT, ENNIS RD, LIMERICK",Limerick,124000.0,No,Second-Hand Dwelling house /Apartment,11,2,2016,6
"3 BOW BRIDGE HOUSE, BOW BRIDGE, DUBLIN 8",Dublin,211000.0,No,Second-Hand Dwelling house /Apartment,12,12,2018,4
"HARRISONS PLACE, CHARLEVILLE, CORK",Cork,200000.0,No,Second-Hand Dwelling house /Apartment,26,4,2016,6
"16 GARDENRATH ROAD, KELLS, CO MEATH",Meath,172000.0,No,Second-Hand Dwelling house /Apartment,14,9,2016,6
"86 Abbeyfield, Killester",Dublin,440000.0,No,Second-Hand Dwelling house /Apartment,17,12,2012,10
"205 CASTLECURRAGH HEATH, DUBLIN 15, DUBLIN",Dublin,172000.0,No,Second-Hand Dwelling house /Apartment,2,4,2020,2
"33 LIFFEY LAWNS, CLANE, KILDARE",Kildare,300000.0,Yes,Second-Hand Dwelling house /Apartment,7,4,2017,5
"CLADDANURE WEST, KENMARE, CO KERRY",Kerry,87500.0,No,Second-Hand Dwelling house /Apartment,1,8,2017,5
"RANDLESTOWN, NAVAN, MEATH",Meath,175000.0,No,Second-Hand Dwelling house /Apartment,4,3,2014,8
"10 The Crescent, Belcamp, Malahide Road",Dublin,401769.89914999995,No,New Dwelling house /Apartment,11,8,2021,1
"MONAVIDDOGUE, OOLA, LIMERICK",Limerick,262500.0,No,Second-Hand Dwelling house /Apartment,23,3,2015,7
"HILL HOUSE, HILL ROAD, BUNRATTY",Clare,125000.0,No,Second-Hand Dwelling house /Apartment,3,9,2015,7
"4 RIVERCRESENT, MULLAGH, CAVAN",Cavan,149000.0,No,Second-Hand Dwelling house /Apartment,29,4,2019,3
"YEW COTTAGE, DONORE, MOYNALTY",Meath,255000.0,No,Second-Hand Dwelling house /Apartment,20,10,2015,7
"5 Bruce Hill, Arva",Cavan,73775.0,No,New Dwelling house /Apartment,10,12,2018,4
"APT 28, FITZWILLIAM COURT, DYER ST",Louth,1250000.0,No,Second-Hand Dwelling house /Apartment,31,3,2017,5
"7 CLOGHANBOY PARK, ATHLONE, WESTMEATH",Westmeath,198000.0,No,Second-Hand Dwelling house /Apartment,18,11,2016,6
"Apt 12 Cranford Court, Stillorgan Road, Stillorgan",Dublin,206000.0,No,Second-Hand Dwelling house /Apartment,8,12,2015,7
"10 MELVILLE COVE, CITYSIDE, MEAKESTOWN",Dublin,109920.0,No,Second-Hand Dwelling house /Apartment,22,12,2014,8
"11 BEECHWOOD AVE, CLUAIN ARD, COBH",Cork,220000.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4
"MEENREAGH, RATHMULLAN, LETTERKENNY",Donegal,217500.0,No,Second-Hand Dwelling house /Apartment,31,3,2021,1
"No. 11 Linnett, Barnageeragh Cove, Barnageeragh",Dublin,334825.0,No,New Dwelling house /Apartment,30,1,2015,7
"20 OBELISK RISE, ST AUGUSTINES PARK, BLACKROCK",Dublin,490000.0,No,Second-Hand Dwelling house /Apartment,28,9,2021,1
"15 LORETO TERRACE, RATHFARNHAM, DUBLIN 16",Dublin,330000.0,No,Second-Hand Dwelling house /Apartment,9,10,2014,8
"61 CHESTERFIELD RIVERPARK, CONYNGHAM RD, ISLANDBRIDGE DUBLIN 8",Dublin,310000.0,No,Second-Hand Dwelling house /Apartment,24,5,2019,3
"9 WENDOVER, BEECHPARK AVENUE, CASTLEKNOCK",Dublin,595001.05,No,New Dwelling house /Apartment,16,12,2016,6
"14 CARMODY WAY, FAIRGREEN, PORTLAOISE",Laois,95000.0,No,Second-Hand Dwelling house /Apartment,14,3,2017,5
"18 BROADMEADOW CASTLE, ASHBOURNE, MEATH",Meath,277500.0,No,Second-Hand Dwelling house /Apartment,19,10,2018,4
"9 Golden Ridge Crescent, Skerries Road, Rush",Dublin,219055.0,No,New Dwelling house /Apartment,21,12,2012,10
"PARK, BANAGHER, CO OFFALY",Offaly,70000.0,No,Second-Hand Dwelling house /Apartment,24,8,2020,2
"1 GORTINREAGH, BALLINDRAIT, LIFFORD",Donegal,148500.0,No,Second-Hand Dwelling house /Apartment,5,9,2019,3
"29 KNIGHTSBRIDGE COURT, LONGWOOD RD, TRIM",Meath,105000.0,No,Second-Hand Dwelling house /Apartment,21,12,2016,6
"9 ST ANTHONYS RD, RIALTO, DUBLIN 8",Dublin,70000.0,No,Second-Hand Dwelling house /Apartment,1,7,2014,8
"50 VIOLET HILL PARK, GLASNEVIN, DUBLIN 11",Dublin,343000.0,No,Second-Hand Dwelling house /Apartment,26,4,2019,3
"40 LORCAN VILLAS, SANTRY, DUBLIN 9",Dublin,240000.0,No,Second-Hand Dwelling house /Apartment,27,1,2015,7
"THOMOND, 58A ALBERT RD LOWER, SANDYCOVE",Dublin,798000.0,No,Second-Hand Dwelling house /Apartment,20,11,2019,3
"12 Claremount  Carrickmines, Dublin 18",Dublin,1083925.0,No,New Dwelling house /Apartment,7,8,2015,7
"3 SANDYMOUNT SQ, BLACKROCK, DUNDALK",Louth,158000.0,No,Second-Hand Dwelling house /Apartment,29,8,2014,8
"4 THE ORCHARD, INCH ISLAND, COUNTY DONEGAL",Donegal,152000.0,No,Second-Hand Dwelling house /Apartment,19,11,2020,2
"Boher, Ballycumber",Offaly,60000.0,No,Second-Hand Dwelling house /Apartment,8,3,2011,11
"23 GLEN ARM SQ, DRUMCONDRA, DUBLIN",Dublin,235000.0,No,Second-Hand Dwelling house /Apartment,20,4,2016,6
"COULREA SHALLEE CAPAROE, NENAGH, TIPPERARY",Tipperary,290000.0,No,Second-Hand Dwelling house /Apartment,19,12,2019,3
"13 Deanstown Drive, Finglas",Dublin,73000.0,No,Second-Hand Dwelling house /Apartment,28,3,2013,9
"2 TOBARKEEL, DRUMCLIFFE RD, ENNIS",Clare,280000.0,No,Second-Hand Dwelling house /Apartment,8,6,2021,1
"269 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin,290000.0,No,Second-Hand Dwelling house /Apartment,13,2,2020,2
"88 SRAITH FHADA, DOUGHISKA, GALWAY",Galway,102500.0,No,Second-Hand Dwelling house /Apartment,22,12,2017,5
"54 BEECHWOOD GARDENS, NEWCASTLE WEST, LIMERICK",Limerick,172000.0,No,Second-Hand Dwelling house /Apartment,5,9,2018,4
"OAKFIELD COTTAGES, SLIGO",Sligo,190000.0,No,Second-Hand Dwelling house /Apartment,7,4,2021,1
"CLOGHAN, WESTPORT, MAYO",Mayo,410000.0,No,Second-Hand Dwelling house /Apartment,15,3,2021,1
"8 THE MEWS, FORTFIELD SQ, COLLEGE DR DUBLIN 6W",Dublin,420000.0,No,Second-Hand Dwelling house /Apartment,8,8,2016,6
"86 THE VIEW, ST. WOLTANS ABBEY, CELBRIDGE",Kildare,264752.45,Yes,Second-Hand Dwelling house /Apartment,19,12,2019,3
"GRANGEMOCKLER GARDA STATION, GRANGEMOCKLER, CARRICK ON SUIR",Tipperary,103000.0,No,Second-Hand Dwelling house /Apartment,16,5,2014,8
"23 RATHGAEL, DEANSRATH, WESTBOURNE RISE DUBLIN 22",Dublin,69668.25,No,Second-Hand Dwelling house /Apartment,16,12,2013,9
"10 WILLOWFIELD AVE, GOATSTOWN, DUBLIN 14",Dublin,750000.0,No,Second-Hand Dwelling house /Apartment,14,2,2020,2
"CORNACREW, LARAGH, CASTLEBLAYNEY",Monaghan,307000.0,No,Second-Hand Dwelling house /Apartment,7,6,2017,5
"38 ST PATRICKS VILLAS, RINGSEND, DUBLIN 4",Dublin,356000.0,No,Second-Hand Dwelling house /Apartment,27,10,2021,1
"52 forest dale, river valley, swords",Dublin,190000.0,No,Second-Hand Dwelling house /Apartment,12,8,2011,11
"213 Citywest Plaza, Citywest, Dublin 24",Dublin,107825.0,No,New Dwelling house /Apartment,14,9,2012,10
"27 RUSSELL CLOSE, FORTUNESTOWN, TALLAGHT DUBLIN 24",Dublin,210000.0,No,Second-Hand Dwelling house /Apartment,23,2,2021,1
"24 HOLLYBANK WAY, CLONGOWEN, WATERFORD RD",Kilkenny,250000.0,Yes,Second-Hand Dwelling house /Apartment,8,4,2019,3
"71 PAIRC NA GCAPALL, KILWORTH, CORK",Cork,125000.0,No,Second-Hand Dwelling house /Apartment,13,10,2015,7
"4 The Grand, Crosshaven",Cork,282500.0,No,Second-Hand Dwelling house /Apartment,30,5,2011,11
"8 WHITEPOINT DR, RUSHBROOKE, COBH",Cork,315000.0,No,Second-Hand Dwelling house /Apartment,27,11,2018,4
