Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,day,month,year
28/06/2018,"31 ST MICHAEL STREET, TIPPERARY, CO TIPPERARY",,Tipperary,187000.00,No,No,Second-Hand Dwelling house /Apartment,,28,06,2018
26/05/2017,"5 BISHOP ST, TULLOW, CARLOW",,Carlow,92500.00,No,No,Second-Hand Dwelling house /Apartment,,26,05,2017
17/08/2017,"35 ARD NA MARA, SALTHILL, GALWAY",,Galway,395000.00,No,No,Second-Hand Dwelling house /Apartment,,17,08,2017
29/04/2015,"17 Malthouse Gardens, Main Street  Castlebellingham, Louth",,Louth,84500.00,No,No,Second-Hand Dwelling house /Apartment,,29,04,2015
09/05/2019,"4 Dunville Grove, Athlumney, Navan",,Meath,237004.40,No,Yes,New Dwelling house /Apartment,,09,05,2019
27/08/2010,"340 Carnlough Road, Cabra",,Dublin,155000.00,No,No,Second-Hand Dwelling house /Apartment,,27,08,2010
20/02/2018,"22 DORNEY COURT, SHANKILL, DUBLIN",Dublin 18,Dublin,385000.00,No,No,Second-Hand Dwelling house /Apartment,,20,02,2018
24/06/2011,"21 Chapel Street, Dundalk",,Louth,91000.00,No,No,Second-Hand Dwelling house /Apartment,,24,06,2011
19/07/2016,"24 HERON GATE, BLACKPOOL, CORK",,Cork,175000.00,No,No,Second-Hand Dwelling house /Apartment,,19,07,2016
18/03/2021,"35 HALLDENE AVE, BISHOPSTOWN, CORK",,Cork,345500.00,No,No,Second-Hand Dwelling house /Apartment,,18,03,2021
12/07/2013,"Shanaclune, Cappawhite",,Tipperary,68000.00,No,No,Second-Hand Dwelling house /Apartment,,12,07,2013
23/07/2017,"APT 98 ANNA LIVIA HOUSE, VIKING HARBOUR, USHERS ISLAND",,Dublin,205000.00,No,No,Second-Hand Dwelling house /Apartment,,23,07,2017
30/11/2010,"Apartment No. 4  Block A, Milltown Hill, Milltown Road",,Dublin,150000.00,No,No,Second-Hand Dwelling house /Apartment,,30,11,2010
30/09/2020,"120 CLOCHOG, ORANMORE, GALWAY",,Galway,155000.00,No,No,Second-Hand Dwelling house /Apartment,,30,09,2020
08/08/2014,"5  6  7 and 8 Castle Street, Parish of Saint John, Barony of Carbury",,Sligo,837004.40,No,No,Second-Hand Dwelling house /Apartment,,08,08,2014
07/04/2011,"115 Corrib Park, Newcastle, Galway",,Galway,120000.00,No,No,Second-Hand Dwelling house /Apartment,,07,04,2011
20/09/2019,"45 SUMMERVILLE, CLONTARF, DUBLIN 3",Dublin 3,Dublin,720000.00,No,No,Second-Hand Dwelling house /Apartment,,20,09,2019
25/01/2018,"3 CRUISES HILL, NAUL, DUBLIN",,Dublin,184000.00,No,No,Second-Hand Dwelling house /Apartment,,25,01,2018
27/10/2021,"CHURCHTOWN, KILRANE, WEXFORD",,Wexford,410000.00,No,No,Second-Hand Dwelling house /Apartment,,27,10,2021
08/11/2013,"69 BRIGHTON ROAD, RATHGAR",Dublin 6,Dublin,741000.00,No,No,Second-Hand Dwelling house /Apartment,,08,11,2013
30/11/2012,"9 SYCAMORE GROVE, GORT",,Galway,99000.00,No,No,Second-Hand Dwelling house /Apartment,,30,11,2012
07/02/2017,"DUNGUAIRE, KINVARA, COUNTY GALWAY",,Galway,40000.00,No,No,Second-Hand Dwelling house /Apartment,,07,02,2017
04/06/2019,"6 THE AVENUE, GARRANE DARRA, WILTON",,Cork,257000.00,No,No,Second-Hand Dwelling house /Apartment,,04,06,2019
12/04/2021,"APT 13, WOODLANDS COURT, WOODLANDS",,Wicklow,310000.00,No,No,Second-Hand Dwelling house /Apartment,,12,04,2021
06/03/2017,"5 FIONN UISCE, MERLIN WOODS, DOUGHISKA",,Galway,118000.00,No,No,Second-Hand Dwelling house /Apartment,,06,03,2017
21/12/2012,"5 Park Drive, Longford",,Longford,79428.00,Yes,No,Second-Hand Dwelling house /Apartment,,21,12,2012
28/01/2021,"1E CLONMULLEN HALL, EDENDERRY, CO. OFFALY",,Offaly,93000.00,No,No,Second-Hand Dwelling house /Apartment,,28,01,2021
21/08/2019,"53 CASTLEROCK AVE, CASTLECONNELL, LIMERICK",,Limerick,172000.00,No,No,Second-Hand Dwelling house /Apartment,,21,08,2019
28/08/2019,"96 COLLINS AVENUE, DONNYCARNEY, DUBLIN 9",Dublin 9,Dublin,325000.00,Yes,No,Second-Hand Dwelling house /Apartment,,28,08,2019
20/07/2016,"44 COLLEGE PARK, TERENURE, DUBLIN 6W",,Dublin,449500.00,No,No,Second-Hand Dwelling house /Apartment,,20,07,2016
01/02/2019,"9 KNOCKROE, CASTLEREA, CO. ROSCOMMON",,Roscommon,115000.00,No,No,Second-Hand Dwelling house /Apartment,,01,02,2019
18/12/2019,"ALDERBOROUGH, GEASHILL, OFFALY",,Offaly,240000.00,No,No,Second-Hand Dwelling house /Apartment,,18,12,2019
18/12/2017,"17 HUNTERS BROOK, DELGANY, GREYSTONES",,Wicklow,345000.00,No,No,Second-Hand Dwelling house /Apartment,,18,12,2017
01/02/2013,"17 Temple View Grove, Clare Hall, Dublin 17",,Dublin,210000.00,No,No,Second-Hand Dwelling house /Apartment,,01,02,2013
23/06/2017,"268 SEAPARK, MALAHIDE, CO DUBLIN",,Dublin,770000.00,No,No,Second-Hand Dwelling house /Apartment,,23,06,2017
14/12/2015,"MAIN ST, ASKEATON, LIMERICK",,Limerick,90000.00,No,No,Second-Hand Dwelling house /Apartment,,14,12,2015
07/07/2020,"MAIN ST, BALLYROAN, LAOIS",,Laois,56250.00,Yes,No,Second-Hand Dwelling house /Apartment,,07,07,2020
14/10/2011,"5 Sea View Drive, Cartron, Sligo",,Sligo,142500.00,No,No,Second-Hand Dwelling house /Apartment,,14,10,2011
21/12/2017,"DEERAGH, DUNMANWAY, CO CORK",,Cork,90000.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2017
28/10/2016,"5 CHIPPING TERRACE, ONGAR VILLAGE, DUBLIN",Dublin 15,Dublin,165000.00,No,No,Second-Hand Dwelling house /Apartment,,28,10,2016
01/04/2015,"23 THE GLADE, INSE BAY, LAYTOWN",,Meath,165000.00,No,No,Second-Hand Dwelling house /Apartment,,01,04,2015
08/03/2019,"DISWELLSTOWN HOUSE, DISWELLSTOWN, CASTLEKNOCK",Dublin 15,Dublin,1526000.00,No,No,Second-Hand Dwelling house /Apartment,,08,03,2019
24/09/2018,"74 THE GATEWAY, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,175000.00,No,No,Second-Hand Dwelling house /Apartment,,24,09,2018
19/10/2016,"29 THE COURT, COMPASS QUAY, KINSALE",,Cork,310000.00,No,No,Second-Hand Dwelling house /Apartment,,19,10,2016
18/07/2018,"11 Dunville Avenue, 'Dunville', Athlumney",,Meath,210849.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,18,07,2018
31/07/2017,"38 Hayfield, Straffan Road, Maynooth",,Kildare,366696.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,31,07,2017
29/07/2014,"4 Upper Fairhill, Blackpool, Cork",,Cork,103000.00,No,No,Second-Hand Dwelling house /Apartment,,29,07,2014
17/12/2018,"46 ST URSULAS TERRACE, BALLYTRUCKLE RD, WATERFORD",,Waterford,240000.00,No,No,Second-Hand Dwelling house /Apartment,,17,12,2018
20/09/2018,"40 CLONMACNOISE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,,20,09,2018
24/02/2012,"1 Boyle Road, Collooney, County SLigo",,Sligo,59000.00,No,No,Second-Hand Dwelling house /Apartment,,24,02,2012
20/04/2020,"17 BALLYMANY PARK, NEWBRIDGE, KILDARE",,Kildare,246500.00,No,No,Second-Hand Dwelling house /Apartment,,20,04,2020
14/03/2014,"8 Kilmoney Woods, Carrigaline",,Cork,246696.04,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,14,03,2014
24/03/2016,"19 ASHFIELD, OLD GOLF LINKS RD, KILKENNY",,Kilkenny,220000.00,No,No,Second-Hand Dwelling house /Apartment,,24,03,2016
08/11/2019,"4 CHURCH FIELDS, CLONLARA, CLARE",,Clare,252500.00,No,No,Second-Hand Dwelling house /Apartment,,08,11,2019
19/12/2016,"APT 1 C/O FLYNN TOURS, WILLIAM STREET, CARRICK O SUIR",,Tipperary,49200.00,No,No,Second-Hand Dwelling house /Apartment,,19,12,2016
28/07/2015,"34 THE CEDARS, CLASSIS LAKE, OVENS",,Cork,32898.83,No,No,Second-Hand Dwelling house /Apartment,,28,07,2015
13/12/2017,"13 GLEANN BHREANDAIN, ST BRENDANS RD, LISDOONVARNA",,Clare,42063.10,No,No,Second-Hand Dwelling house /Apartment,,13,12,2017
16/12/2021,"CASA SUENA, PORTRANE RD, DONABATE",,Dublin,785000.00,No,No,Second-Hand Dwelling house /Apartment,,16,12,2021
16/10/2020,"11 OLDWOOD, GOLF LINKS RD, ROSCOMMON",,Roscommon,375000.00,No,No,Second-Hand Dwelling house /Apartment,,16,10,2020
08/04/2015,"28 THE BIRCHES, KILNACOURT, PORTARLINGTON",,Offaly,34500.00,No,No,Second-Hand Dwelling house /Apartment,,08,04,2015
14/09/2012,"118 Dublin Road, Sutton",,Dublin,725000.00,No,No,Second-Hand Dwelling house /Apartment,,14,09,2012
22/12/2017,"CORNER HOUSE, JOHN ST, ARDEE",,Louth,230000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2017
21/01/2014,"169 DUN NA COIRIBE, HEADFORD RD, GALWAY",,Galway,220000.00,No,No,Second-Hand Dwelling house /Apartment,,21,01,2014
04/12/2015,"BUSHERSTOWN, GLENMORE, VIA NEW ROSS",,Kilkenny,125000.00,No,No,Second-Hand Dwelling house /Apartment,,04,12,2015
01/03/2019,"27 BEVERTON WAY, DONABATE, DUBLIN",,Dublin,372500.00,No,No,Second-Hand Dwelling house /Apartment,,01,03,2019
08/09/2017,"NEPTUNE LODGE, SANDYCOVE POINT, DUN LAOGHAIRE",,Dublin,1300000.00,No,No,Second-Hand Dwelling house /Apartment,,08,09,2017
24/10/2014,"62 BENMADIGAN RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,112500.00,No,No,Second-Hand Dwelling house /Apartment,,24,10,2014
29/10/2020,"KILBRENNAN, ROCHFORTBRIDGE, CO WESTMEATH",,Westmeath,380000.00,No,No,Second-Hand Dwelling house /Apartment,,29,10,2020
18/05/2012,"364 Malahide Marina Village, Malahide",,Dublin,205000.00,No,No,Second-Hand Dwelling house /Apartment,,18,05,2012
13/05/2019,"23 DUNMANUS RD, CABRA WEST, DUBLIN 7",Dublin 7,Dublin,283500.00,Yes,No,Second-Hand Dwelling house /Apartment,,13,05,2019
10/01/2022,"2 The View, Ledwwill Park, Kilcock",,Kildare,339207.04,No,Yes,New Dwelling house /Apartment,,10,01,2022
05/02/2020,"33 THORNFIELDS, BANDON, CORK",,Cork,180000.00,No,No,Second-Hand Dwelling house /Apartment,,05,02,2020
14/02/2019,"KILQUANE, MOURNEABBEY, MALLOW",,Cork,130000.00,No,No,Second-Hand Dwelling house /Apartment,,14,02,2019
01/12/2016,"101 ELM GROVE, GORT AN OIR, CASTLEMARTYR CORK",,Cork,70000.00,No,No,Second-Hand Dwelling house /Apartment,,01,12,2016
05/03/2020,"Old Grange, Monasterevin, Co Kildare",,Kildare,125000.00,No,No,Second-Hand Dwelling house /Apartment,,05,03,2020
31/03/2016,"21 Mount Eagle Court, Leopardstown Heights, Dublin 18",Dublin 18,Dublin,585000.00,No,No,Second-Hand Dwelling house /Apartment,,31,03,2016
01/09/2017,"42 DE VESCI HOUSE, LONGFORD PLACE, MONKSTOWN",,Dublin,400000.00,No,No,Second-Hand Dwelling house /Apartment,,01,09,2017
01/12/2015,"4 BURGUNDY COURT, FORSTER WAY, SWORDS",,Dublin,125000.00,No,No,Second-Hand Dwelling house /Apartment,,01,12,2015
27/08/2013,"7 Lower Georges Street, Dun Laoghaire",,Dublin,175000.00,No,No,Second-Hand Dwelling house /Apartment,,27,08,2013
14/07/2021,"30 Willow Grove, The Willows",,Meath,348017.62,No,Yes,New Dwelling house /Apartment,,14,07,2021
04/07/2018,"51 Glenmore Wood, Mullingar",,Westmeath,299000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,04,07,2018
23/09/2010,"14 Heathfield Close, Kinnedad",,Westmeath,71000.00,Yes,No,Second-Hand Dwelling house /Apartment,,23,09,2010
06/12/2013,"29 GRIFFEEN GLEN CHASE, LUCAN",,Dublin,267000.00,No,No,Second-Hand Dwelling house /Apartment,,06,12,2013
14/09/2016,"10 Woodbank, Dublin Road, Shankill",,Dublin,484581.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,09,2016
29/08/2013,"14 Reask Drive, Navan",,Meath,27500.00,No,No,Second-Hand Dwelling house /Apartment,,29,08,2013
19/12/2018,"2 the Mews, College Manor, Carrignafoy",,Cork,237885.46,Yes,Yes,New Dwelling house /Apartment,,19,12,2018
28/05/2019,"27 MAYFIELDS, CLAREMORRIS, MAYO",,Mayo,170000.00,No,No,Second-Hand Dwelling house /Apartment,,28,05,2019
24/09/2015,"No. 57 Airfield Point, Airfield Point, Coxtown  Dunmore East",,Waterford,170000.00,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,24,09,2015
31/05/2018,"COLERAINE LODGE, COLERAINE, CASHEL",,Tipperary,185000.00,No,No,Second-Hand Dwelling house /Apartment,,31,05,2018
06/04/2017,"10 THE GARDENS, CARRICKMINES MANOR, GLENAMUCK RD",Dublin 18,Dublin,206035.24,No,No,Second-Hand Dwelling house /Apartment,,06,04,2017
09/03/2016,"28 Croi An Bhaile, Carrabane, Athenry",,Galway,128000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,09,03,2016
14/07/2017,"KICKHAM ST, CARRICK ON SUIR, TIPPERARY",,Tipperary,135000.00,No,No,Second-Hand Dwelling house /Apartment,,14,07,2017
27/07/2016,"GRANGE, TOMHAGGARD, CO. WEXFORD",,Wexford,28000.00,No,No,Second-Hand Dwelling house /Apartment,,27,07,2016
13/02/2018,"2 HOFFMANS TERRACE, BASIN VIEW, TRALEE",,Kerry,140500.00,No,No,Second-Hand Dwelling house /Apartment,,13,02,2018
11/08/2017,"26 ABBERLEY AQUARE, BELGARD ROAD, TALLAGHT",Dublin 24,Dublin,108879.00,No,No,Second-Hand Dwelling house /Apartment,,11,08,2017
17/09/2015,"Apt 1  Clonard Village, Clonard",,Wexford,30000.00,No,No,Second-Hand Dwelling house /Apartment,,17,09,2015
17/07/2013,"14 PEARSE ST, GOREY",,Wexford,36000.00,No,No,Second-Hand Dwelling house /Apartment,,17,07,2013
31/05/2013,"THE HAVEN, SUMMERHILL ROAD, DUNBOYNE",,Meath,363000.00,No,No,Second-Hand Dwelling house /Apartment,,31,05,2013
08/11/2021,"66 THE ATRIUM, BEECHWOOD COURT, STILLORGAN",,Dublin,379408.91,No,No,Second-Hand Dwelling house /Apartment,,08,11,2021
09/06/2014,"5 DODDER LAWN, DODDER VALLEY PARK, FIRHOUSE DUBLIN 24",Dublin 24,Dublin,275000.00,No,No,Second-Hand Dwelling house /Apartment,,09,06,2014
02/08/2018,"KILMARDAN, 65 BRANDON RD, DUBLIN 12",Dublin 12,Dublin,290000.00,No,No,Second-Hand Dwelling house /Apartment,,02,08,2018
12/04/2013,"27 Annamoe Park, Cabra",Dublin 7,Dublin,66190.00,Yes,No,Second-Hand Dwelling house /Apartment,,12,04,2013
17/07/2013,"Springwells, Cllonluan, Renvyle",,Roscommon,300000.00,No,No,Second-Hand Dwelling house /Apartment,,17,07,2013
11/04/2019,"COOLAW, TAGHMON, CO WEXFORD",,Wexford,45000.00,No,No,Second-Hand Dwelling house /Apartment,,11,04,2019
05/12/2014,"PRAGUE, 55 RENMORE ROAD, GALWAY",,Galway,330000.00,No,No,Second-Hand Dwelling house /Apartment,,05,12,2014
22/12/2014,"CROOKEDWOOD HOUSE, MULLINGAR, CO WESTMEATH",,Westmeath,250000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014
17/04/2015,"11 BRIDGE STREET, CALLAN, CO. KILKENNY",,Kilkenny,13333.30,No,No,Second-Hand Dwelling house /Apartment,,17,04,2015
22/12/2014,"3 EASTBORO, BECKS COURT, BAILIEBOROUGH",,Cavan,55000.00,No,No,Second-Hand Dwelling house /Apartment,,22,12,2014
03/10/2017,"6 ELM PARK HOUSE, GRANGE WOOD, RATHFARNHAM DUBLIN 16",Dublin 16,Dublin,227500.00,No,No,Second-Hand Dwelling house /Apartment,,03,10,2017
18/06/2021,"74 BENBULBIN ROAD, DRIMNAGH, DUBLIN 12",,Dublin,280000.00,No,No,Second-Hand Dwelling house /Apartment,,18,06,2021
30/07/2021,"32 GLENVIEW, BUNCRANA, DONEGAL",,Donegal,120000.00,No,No,Second-Hand Dwelling house /Apartment,,30,07,2021
10/12/2020,"40 BEWLEY ST, NEW ROSS, WEXFORD",,Wexford,85000.00,No,No,Second-Hand Dwelling house /Apartment,,10,12,2020
13/12/2013,"C12 CITYGATE, SLIGO, SLIGO",,Sligo,32500.00,No,No,Second-Hand Dwelling house /Apartment,,13,12,2013
12/03/2018,"GAULSTOWN, GRANGEBELLOW, CO LOUTH",,Louth,100000.00,No,No,Second-Hand Dwelling house /Apartment,,12,03,2018
13/03/2015,"2 Dunard, Swords Road, Malahide",,Dublin,458149.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,13,03,2015
31/01/2014,"Apt 23 Block B, Farnham Court, Farnham Road",,Cavan,20507.36,No,No,Second-Hand Dwelling house /Apartment,,31,01,2014
25/08/2010,"77 marble crest, ardmore",,Kilkenny,214000.00,No,No,Second-Hand Dwelling house /Apartment,,25,08,2010
16/12/2014,"HERBERTSTOWN, NEWBRIDGE, CO KILDARE",,Kildare,197000.00,No,No,Second-Hand Dwelling house /Apartment,,16,12,2014
30/06/2017,"15 SEAFIELD LAWNS, DUNDALK, LOUTH",,Louth,150000.00,No,No,Second-Hand Dwelling house /Apartment,,30,06,2017
29/07/2015,"17 Pebble Bay, Wicklow Town",,Wicklow,232000.00,No,No,Second-Hand Dwelling house /Apartment,,29,07,2015
10/11/2020,"1 ASHFEILD COURT, MULHUDDART, DUBLIN 15",Dublin 15,Dublin,295000.00,No,No,Second-Hand Dwelling house /Apartment,,10,11,2020
24/09/2020,"61 An Fuaran, Dublin Road, Oranmore",,Galway,325000.00,No,Yes,New Dwelling house /Apartment,,24,09,2020
13/11/2015,"5 SLI NA COILLE, CAPPAGH ROAD, BARNA",,Galway,250000.00,No,No,Second-Hand Dwelling house /Apartment,,13,11,2015
13/05/2019,"4 ROYAL OAK COTTAGES, SANTRY, DUBLIN 17",Dublin 17,Dublin,170000.00,No,No,Second-Hand Dwelling house /Apartment,,13,05,2019
12/12/2013,"18 THE ELMS, WESTPORT, MAYO",,Mayo,147000.00,No,No,Second-Hand Dwelling house /Apartment,,12,12,2013
27/03/2020,"44 WOODLANDS, COURTOWN HARBOUR, GOREY",,Wexford,149000.00,No,No,Second-Hand Dwelling house /Apartment,,27,03,2020
03/09/2012,"2 Barnwell Way, Hansfield, Dubin 15",,Dublin,136520.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,03,09,2012
23/06/2017,"THE COTTAGE, BUSHY PARK, GALWAY",,Galway,40000.00,No,No,Second-Hand Dwelling house /Apartment,,23,06,2017
13/11/2015,"12 SUNDALE GREEN, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,147000.00,No,No,Second-Hand Dwelling house /Apartment,,13,11,2015
02/05/2018,"139A BLOCK A, SMITHFIELD MARKET, DUBLIN 1",,Dublin,367000.00,No,No,Second-Hand Dwelling house /Apartment,,02,05,2018
06/11/2015,"5 RIVER OAKS, RIVERSTOWN, BIRR",,Tipperary,175000.00,No,No,Second-Hand Dwelling house /Apartment,,06,11,2015
01/04/2020,"Apartment 32  Block D, Mount Argus Apartments",Dublin 6w,Dublin,473155.00,No,Yes,New Dwelling house /Apartment,,01,04,2020
20/05/2021,"38 Seoid Na Tra, Links Road",,Meath,284140.00,No,Yes,New Dwelling house /Apartment,,20,05,2021
18/04/2013,"Drumegil, Togher, Lecharry",,Cavan,25000.00,No,No,Second-Hand Dwelling house /Apartment,,18,04,2013
12/08/2016,"15 Lyndhurst, Herbert Road, Bray",,Wicklow,453750.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,12,08,2016
19/08/2015,"8 BLOCK E HAWTHORN, DRUMGEELY, SHANNON",,Clare,14000.00,No,No,Second-Hand Dwelling house /Apartment,,19,08,2015
11/09/2012,"Howley Square, Oranmore, Co Galway",,Galway,400000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,09,2012
30/03/2015,"17 stocking well close, rathfarnham, dublin",Dublin 16,Dublin,332500.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,30,03,2015
22/01/2016,"127 COLLINS AVE EAST, DONNYCARNEY, DUBLIN 5",Dublin 5,Dublin,317000.00,No,No,Second-Hand Dwelling house /Apartment,,22,01,2016
11/12/2020,"Apartment 14  Waterline Building, Block D  Royal Canal Park, Ashtown",Dublin 15,Dublin,40000.00,No,Yes,New Dwelling house /Apartment,,11,12,2020
13/06/2016,"1 CEDAR BROOK PLACE, CHERRY ORCHARD, DUBLIN 10",Dublin 10,Dublin,120000.00,No,No,Second-Hand Dwelling house /Apartment,,13,06,2016
25/05/2017,"22 WHITEROCK CRESCENT, WHITEBROOK, PEMBROKESTOWN",,Wexford,165000.00,No,No,Second-Hand Dwelling house /Apartment,,25,05,2017
21/12/2020,"DUNSHAUGHLIN, CO MEATH",,Meath,622500.00,No,No,Second-Hand Dwelling house /Apartment,,21,12,2020
05/09/2014,"2 CAPPAGH GROVE, BALLINAGAR, TULLAMORE",,Offaly,90000.00,No,No,Second-Hand Dwelling house /Apartment,,05,09,2014
09/01/2019,"7 REDFORD RISE, GREYSTONES, WICKLOW",,Wicklow,545000.00,No,No,Second-Hand Dwelling house /Apartment,,09,01,2019
17/01/2020,"1 THOMAS ST, KILTIMAGH, MAYO",,Mayo,90000.00,No,No,Second-Hand Dwelling house /Apartment,,17,01,2020
08/12/2017,"93A NEW IRELAND ROAD, RIALTO, DUBLIN 8",,Dublin,485000.00,No,No,Second-Hand Dwelling house /Apartment,,08,12,2017
22/10/2019,"26 CASTLROCK WOODS, CASTLROCK, CASTLECONNELL",,Limerick,216500.00,No,No,Second-Hand Dwelling house /Apartment,,22,10,2019
02/01/2018,"38 THE CRESCENT, CASTLE ROCK, BANESHANE",,Cork,365000.00,No,No,Second-Hand Dwelling house /Apartment,,02,01,2018
17/01/2013,"Monaincha, Roscrea",,Tipperary,30000.00,No,No,Second-Hand Dwelling house /Apartment,,17,01,2013
08/07/2014,"39 THE WAREHOUSE, CLANBRASSIL TERRACE, DUBLIN 8",Dublin 8,Dublin,785000.00,No,No,Second-Hand Dwelling house /Apartment,,08,07,2014
30/10/2013,"55 Manor Place, Stoneybatter",Dublin 7,Dublin,172220.00,No,No,Second-Hand Dwelling house /Apartment,,30,10,2013
03/09/2021,"4 CAISLEAN AN EASAIG, CASTLETOWNROCHE, CORK",,Cork,175000.00,No,No,Second-Hand Dwelling house /Apartment,,03,09,2021
10/12/2018,"49 Glenheron View, Greystones",,Wicklow,383259.00,No,Yes,New Dwelling house /Apartment,,10,12,2018
16/04/2021,"AGGARD, CRAUGHWELL, GALWAY",,Galway,245000.00,No,No,Second-Hand Dwelling house /Apartment,,16,04,2021
20/03/2019,"KILKERRIN, CONNEMARA, COUNTY GALWAY",,Galway,66000.00,No,No,Second-Hand Dwelling house /Apartment,,20,03,2019
11/11/2017,"40 SCOTSHOUSE CLOSE, SCOTSHOUSE, CLONES",,Monaghan,43000.00,No,No,Second-Hand Dwelling house /Apartment,,11,11,2017
11/05/2015,"119 Dorrins Strand, Strandhill",,Sligo,114537.44,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,05,2015
11/07/2018,"2 COPPINGERLANE, CASTLEREDMOND COURT, MIDELTON",,Cork,163500.00,No,No,Second-Hand Dwelling house /Apartment,,11,07,2018
14/10/2021,"12 RENMORE PARK, RENMORE, GALWAY",,Galway,351000.00,No,No,Second-Hand Dwelling house /Apartment,,14,10,2021
25/10/2021,"40 UPPER YELLOW ROAD, WATERFORD",,Waterford,150000.00,No,No,Second-Hand Dwelling house /Apartment,,25,10,2021
14/09/2018,"86 Cois Na Mara, Golf Links Road, Bettystown",,Meath,251101.32,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,14,09,2018
15/07/2011,"Cashel, Carrowmore Lacken, Ballina",,Mayo,145000.00,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,15,07,2011
11/05/2021,"Apt 66 The Bracken, Marina Village  Greystones",,Wicklow,338695.00,No,Yes,New Dwelling house /Apartment,,11,05,2021
31/05/2016,"GURRANECARNEY, CARRIGANIMA, MACROOM",,Cork,120000.00,No,No,Second-Hand Dwelling house /Apartment,,31,05,2016
12/02/2021,"7-22 Aylmer Green, and 15-30 Aylmer Grove, Aylmer Heath",,Dublin,10153952.42,No,Yes,New Dwelling house /Apartment,,12,02,2021
19/12/2013,"Apt 62, 1 Jervis Street",Dublin 1,Dublin,174777.51,No,No,Second-Hand Dwelling house /Apartment,,19,12,2013
23/12/2015,"9 THE CRESCENT, WEIR VIEW, KILKENNY",,Kilkenny,475000.00,No,No,Second-Hand Dwelling house /Apartment,,23,12,2015
