Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
01/08/2017,"CLADDANURE WEST, KENMARE, CO KERRY",,Kerry,"€87,500.00",No,No,Second-Hand Dwelling house /Apartment,
04/03/2014,"RANDLESTOWN, NAVAN, MEATH",,Meath,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/08/2021,"10 The Crescent, Belcamp, Malahide Road",Dublin 17,Dublin,"€353,982.29",No,Yes,New Dwelling house /Apartment,
23/03/2015,"MONAVIDDOGUE, OOLA, LIMERICK",,Limerick,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2015,"HILL HOUSE, HILL ROAD, BUNRATTY",,Clare,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/04/2019,"4 RIVERCRESENT, MULLAGH, CAVAN",,Cavan,"€149,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2015,"YEW COTTAGE, DONORE, MOYNALTY",,Meath,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2018,"5 Bruce Hill, Arva",,Cavan,"€65,000.00",No,Yes,New Dwelling house /Apartment,
31/03/2017,"APT 28, FITZWILLIAM COURT, DYER ST",,Louth,"€1,900,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2016,"7 CLOGHANBOY PARK, ATHLONE, WESTMEATH",,Westmeath,"€198,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2015,"Apt 12 Cranford Court, Stillorgan Road, Stillorgan",Dublin 4,Dublin,"€206,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"10 MELVILLE COVE, CITYSIDE, MEAKESTOWN",,Dublin,"€109,920.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"11 BEECHWOOD AVE, CLUAIN ARD, COBH",,Cork,"€220,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/03/2021,"MEENREAGH, RATHMULLAN, LETTERKENNY",,Donegal,"€217,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2015,"No. 11 Linnett, Barnageeragh Cove, Barnageeragh",,Dublin,"€295,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/09/2021,"20 OBELISK RISE, ST AUGUSTINES PARK, BLACKROCK",,Dublin,"€490,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2014,"15 LORETO TERRACE, RATHFARNHAM, DUBLIN 16",Dublin 16,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2019,"61 CHESTERFIELD RIVERPARK, CONYNGHAM RD, ISLANDBRIDGE DUBLIN 8",Dublin 8,Dublin,"€310,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2016,"9 WENDOVER, BEECHPARK AVENUE, CASTLEKNOCK",Dublin 15,Dublin,"€524,230.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
14/03/2017,"14 CARMODY WAY, FAIRGREEN, PORTLAOISE",,Laois,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/10/2018,"18 BROADMEADOW CASTLE, ASHBOURNE, MEATH",,Meath,"€277,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2012,"9 Golden Ridge Crescent, Skerries Road, Rush",,Dublin,"€193,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/08/2020,"PARK, BANAGHER, CO OFFALY",,Offaly,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2019,"1 GORTINREAGH, BALLINDRAIT, LIFFORD",,Donegal,"€148,500.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2016,"29 KNIGHTSBRIDGE COURT, LONGWOOD RD, TRIM",,Meath,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2014,"9 ST ANTHONYS RD, RIALTO, DUBLIN 8",,Dublin,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/04/2019,"50 VIOLET HILL PARK, GLASNEVIN, DUBLIN 11",Dublin 11,Dublin,"€343,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/01/2015,"40 LORCAN VILLAS, SANTRY, DUBLIN 9",Dublin 9,Dublin,"€240,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2019,"THOMOND, 58A ALBERT RD LOWER, SANDYCOVE",,Dublin,"€798,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/08/2015,"12 Claremount  Carrickmines, Dublin 18",,Dublin,"€955,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
29/08/2014,"3 SANDYMOUNT SQ, BLACKROCK, DUNDALK",,Louth,"€158,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2020,"4 THE ORCHARD, INCH ISLAND, COUNTY DONEGAL",,Donegal,"€152,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/03/2011,"Boher, Ballycumber",,Offaly,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2016,"23 GLEN ARM SQ, DRUMCONDRA, DUBLIN",Dublin 9,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"COULREA SHALLEE CAPAROE, NENAGH, TIPPERARY",,Tipperary,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/03/2013,"13 Deanstown Drive, Finglas",Dublin 11,Dublin,"€73,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/06/2021,"2 TOBARKEEL, DRUMCLIFFE RD, ENNIS",,Clare,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2020,"269 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€290,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2017,"88 SRAITH FHADA, DOUGHISKA, GALWAY",,Galway,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
05/09/2018,"54 BEECHWOOD GARDENS, NEWCASTLE WEST, LIMERICK",,Limerick,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/04/2021,"OAKFIELD COTTAGES, SLIGO",,Sligo,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/03/2021,"CLOGHAN, WESTPORT, MAYO",,Mayo,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2016,"8 THE MEWS, FORTFIELD SQ, COLLEGE DR DUBLIN 6W",,Dublin,"€420,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"86 THE VIEW, ST. WOLTANS ABBEY, CELBRIDGE",,Kildare,"€264,752.45",Yes,No,Second-Hand Dwelling house /Apartment,
16/05/2014,"GRANGEMOCKLER GARDA STATION, GRANGEMOCKLER, CARRICK ON SUIR",,Tipperary,"€103,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2013,"23 RATHGAEL, DEANSRATH, WESTBOURNE RISE DUBLIN 22",,Dublin,"€69,668.25",No,No,Second-Hand Dwelling house /Apartment,
14/02/2020,"10 WILLOWFIELD AVE, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,"€750,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/06/2017,"CORNACREW, LARAGH, CASTLEBLAYNEY",,Monaghan,"€307,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/10/2021,"38 ST PATRICKS VILLAS, RINGSEND, DUBLIN 4",Dublin 4,Dublin,"€356,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2011,"52 forest dale, river valley, swords",,Dublin,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/09/2012,"213 Citywest Plaza, Citywest, Dublin 24",,Dublin,"€95,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/02/2021,"27 RUSSELL CLOSE, FORTUNESTOWN, TALLAGHT DUBLIN 24",Dublin 24,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/04/2019,"24 HOLLYBANK WAY, CLONGOWEN, WATERFORD RD",,Kilkenny,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/10/2015,"71 PAIRC NA GCAPALL, KILWORTH, CORK",,Cork,"€125,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/05/2011,"4 The Grand, Crosshaven",,Cork,"€282,500.00",No,No,Second-Hand Dwelling house /Apartment,
27/11/2018,"8 WHITEPOINT DR, RUSHBROOKE, COBH",,Cork,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/12/2015,"NEW STREET, CASTLEBLANEY, COUNTY MONAGHAN",,Monaghan,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/03/2010,"64 Liffey Drive, Liffey Valley Park, Lucan",,Dublin,"€303,500.00",No,No,Second-Hand Dwelling house /Apartment,
28/08/2015,"231 CHERRIES RD, WEDGEWOOD, SANDYFORD DUBLIN 16",Dublin 16,Dublin,"€416,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2016,"18 ST JOHNS CRESCENT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2014,"THE COMMONS SOUTH, NEWMARKET, CO CORK",,Cork,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/08/2018,"13 BERWICK WAY, SWORDS MANOR, DUBLIN",,Dublin,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/12/2010,"6 ennis house, clare village, dublin13",,Dublin,"€169,951.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
23/10/2015,"3 GREEN ISLE COURT, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,"€142,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2014,"30 DRUIDS COURT, DRUIDS GLEN, NEWTOWNMOUNTKENNEDY",,Wicklow,"€255,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2014,"NO 16, ROCKFIELD CLOSE, ARDEE",,Louth,"€115,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/09/2010,"1 Millmount Meadows, Avoca",,Wicklow,"€420,618.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
24/08/2012,"Ardeevin, Williamstown",,Galway,"€105,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2021,"KNOCKAUN, CAPPAGH, BALLYDUFF",,Waterford,"€460,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/02/2018,"2 CHESTNUT GROVE, WHEATON HALL, DROGHEDA",,Louth,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2016,"36 WHITWORTH RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/10/2021,"125 LIMEKILNROAD, WALKINSTOWN, DUBLIN 12",,Dublin,"€236,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
08/05/2019,"MARSHALSTOWN COTTAGE, MARSHALSTOWN, CASTLEDERMOT",,Kildare,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/09/2015,"46 The Steeples, Mulgrave Street, Limerick",,Limerick,"€42,105.26",No,No,Second-Hand Dwelling house /Apartment,
18/07/2017,"2 ST CLAIRES, TAYLORS HILL RD, GALWAY",,Galway,"€680,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2015,"26 KNOCKADERRY, LISCANNOR, CLARE",,Clare,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2019,"26 FAIRVIEW, GRAIGUENAMANAGH, CO KILKENNY",,Kilkenny,"€38,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/08/2018,"91 Knightswood, Matthews Lane, Drogheda",,Louth,"€226,431.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/09/2021,"APT 16, RAGLAN HALL, CLYDE RD DUBLIN 4",Dublin 4,Dublin,"€1,200,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/09/2017,"18 ROSSDARA, LORETO RD, KILLARNEY",,Kerry,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2015,"5 CRATLOE WOOD VILLAGE, OLD CRATLOE RD, LIMERICK",,Limerick,"€24,545.00",No,No,Second-Hand Dwelling house /Apartment,
03/04/2012,"Mount Elliott, New Ross",,Wexford,"€135,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/11/2015,"3 Cloonslanor, Strokestown",,Roscommon,"€55,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
25/08/2016,"DOONANE, NEWPORT, CO TIPPERARY",,Tipperary,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/01/2013,"95 Bellevue Heights, New Ross",,Wexford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/02/2021,"62 The Drive, Semple Woods, Donabate",,Dublin,"€524,229.07",No,Yes,New Dwelling house /Apartment,
21/05/2018,"16, Montrose Drive, Foxwood",,Waterford,"€173,546.75",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
27/07/2012,"19 Alpine Rise, Tallaght",,Dublin,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2017,"11 LIBRARY HALL, CHURCH ST, TULLAMORE",,Offaly,"€80,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/09/2012,"Knocklofty, Clonmel",,Tipperary,"€170,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/05/2016,"40 MILL RACE, DULEEK, MEATH",,Meath,"€114,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2017,"CRAYSTOWN HOUSE, NAVAN, MEATH",,Meath,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2012,"Corramahon, Garadice, Ballinamore",,Leitrim,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2014,"49 DUNBANE, CARRICK ON SUIR, TIPPERARY",,Tipperary,"€76,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2010,"16 Parkton Mews, Lymington Road, Enniscorthy",,Wexford,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/09/2011,"113 ST. JOHNS PARK, CLONDALKIN, DUBLIN 22",,Dublin,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2021,"ARDSALLAGH, NAVAN, MEATH",,Meath,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2016,"11 THE CRESCENT, LUS AN IME, CLOYNE",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2013,"18 The Dale, Moyglare Manor, Maynooth",,Kildare,"€153,500.00",No,No,Second-Hand Dwelling house /Apartment,
13/08/2020,"20B CAMERON COURT, CORK ST, DUBLIN 8",Dublin 8,Dublin,"€307,000.00",No,No,Second-Hand Dwelling house /Apartment,
17/08/2020,"WOODLAWN ROAD, KILLARNEY, CO KERRY",,Kerry,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/09/2017,"38 GLENCREE, NEWPORT, CO TIPPERARY",,Tipperary,"€153,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/11/2014,"18 MAYORS WALK, WATERFORD, WATERFORD",,Waterford,"€65,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"62 CHAPELGATE, ST ALPHONSUS RD, DRUMCONDRA DUBLIN 9",Dublin 9,Dublin,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/02/2014,"144 BEECH PARK, BALLINCOLLIG, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2017,"TONEVANE, TRALEE, CO KERRY",,Kerry,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/12/2017,"13 ST DOMINICK'S ROAD, WICKLOW",,Wicklow,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2018,"CULLEN, SLANE, MEATH",,Meath,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/10/2011,"139 Ventry Park, Cabra",Dublin 7,Dublin,"€106,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/12/2017,"Apartment 67, The Hermitage, Balgriffin",Dublin 13,Dublin,"€206,542.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
19/12/2019,"49 DRUMORE, COOTEHILL, CAVAN",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/05/2020,"21 DUDLEY HEIGHTS, GLENAMADDY, GALWAY",,Galway,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2015,"RATHGANLY, KILCOCK, MEATH",,Meath,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/07/2021,"122 COLTHURST CRESCENT, HUNTINGTON GLEN, LUCAN",,Dublin,"€340,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2013,"1 THE LODGE, CASTLEMARTIN, BETTYSTOWN",,Meath,"€121,145.37",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
06/03/2018,"29 EARLSFORT VALE, LUCAN, DUBLIN",,Dublin,"€300,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2021,"APARTMENT 17, THE LAURELS, HARBOUR ROAD",,Dublin,"€207,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2016,"APT 2, COPLEY HOUSE, COPLEY ST",,Cork,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2016,"42 AVONDALE LAWN, WATERFORD, WATERFORD",,Waterford,"€133,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2016,"61 LESLIES ARCH, OLD QUARTER, BALLINCOLLIG",,Cork,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2011,"18 Trafalgar Lane, Monkstown",,Dublin,"€337,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/07/2020,"34 THE GREEN, NEWTOWN HALL, MAYNOOTH",,Kildare,"€252,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/12/2013,"PINE LODGE, TORQUAY RD, FOXROCK DUBLIN 18",,Dublin,"€1,185,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/06/2019,"184 CARROW RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€295,000.00",No,No,Second-Hand Dwelling house /Apartment,
05/12/2019,"34 PARK GROVE, CASTLEKNOCK, DUBLIN",Dublin 15,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2013,"87 THE COURT, DUNBOYNE CASTLE, DUNBOYNE",,Meath,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/03/2014,"13 HAZEL LAWNS, HAZELHILL, BALLYHAUNIS",,Cork,"€40,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/05/2010,"13 The View, Newtown Hall, Maynooth",,Kildare,"€175,330.39",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
04/11/2020,"21 SARSFIELD MANOR, CHARLESTOWN, MAYO",,Mayo,"€107,500.00",No,No,Second-Hand Dwelling house /Apartment,
30/06/2021,"19 ARD NA GREINE, ENNISCRONE, CO. SLIGO",,Sligo,"€315,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2018,"43 THE HEATH, INSE BAY, LAYTOWN",,Meath,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2011,"Carrownaclough, Ennistymon",,Clare,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2020,"1 THE LAPWING, BARNAGEERAGH COVE, SKERRIES",,Dublin,"€555,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/08/2019,"26 BOYNE VIEW, JOHNSTOWN, NAVAN",,Meath,"€269,950.00",No,No,Second-Hand Dwelling house /Apartment,
17/04/2019,"14 Cluain Ard, Blarney",,Cork,"€255,462.55",No,Yes,New Dwelling house /Apartment,
15/05/2013,"24 Oaklands, Longford",,Longford,"€63,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/09/2021,"22 SARSFIELD ST, ABBEYSIDE, DUNGARVAN",,Waterford,"€520,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/07/2017,"6 EDEN PARK AVE, DUNDRUM, DUBLIN",Dublin 14,Dublin,"€630,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/01/2017,"APT 116, THE RICHMOND, NORTH BRUNSWICK ST",Dublin 7,Dublin,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/11/2020,"8 Kingswood Mews, Kingswood Castle, Ballymount",Dublin 24,Dublin,"€401,321.00",No,Yes,New Dwelling house /Apartment,
19/11/2018,"65 BEECH PARK, LUCAN, DUBLIN",,Dublin,"€530,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2013,"Lisryan, Longford",,Longford,"€160,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2019,"MARRIANNE'S COTTAGE, SHEEN FALL'S LODGE, KENMARE",,Kerry,"€800,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/11/2018,"25 MEADOW BROOK, MOUNTAIN ROAD, TUBBERCURRY",,Sligo,"€55,792.50",No,No,Second-Hand Dwelling house /Apartment,
18/11/2019,"46 BISCAYNE, MALAHIDE, DUBLIN",,Dublin,"€650,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/07/2020,"14 SUMMERHILL CLOSE, SUMMERHILL, MEATH",,Meath,"€270,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/04/2017,"MOUNT GRANGE LODGE, GRANGE CROSS, DONNYBROOK",,Cork,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/11/2017,"28 CLARINDA HOUSE, CLARINDA PARK WEST, DUN LAOGHAIRE",,Dublin,"€247,500.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2021,"ROSS, BALLYFIN, PORTLAOISE",,Laois,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2021,"6 PRIMROSE AVE, ESKER HILLS, PORTLOAISE",,Laois,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/11/2021,"124 BRANDON SQUARE, WATERVILLE, SNUGBOROUGH ROAD",Dublin 15,Dublin,"€485,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"41 STONEHALL, CLONBEALY, NEWPORT",,Tipperary,"€252,500.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2015,"MULLENSTOWN, ARDEE, COUNTY LOUTH",,Louth,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2018,"5 St Helen's Avenue, St Helen's Adamstown, Lucan",,Dublin,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/10/2012,"46 Collinswood, Collinswood Avenue",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2016,"66 PINEBROOK VALE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€172,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2012,"95 Grattan Lodge, Donaghmede",,Dublin,"€268,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/12/2012,"Carnmore East, Oranmore",,Galway,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/01/2018,"108 FAIRWAY HEIGHTS, TRALEE, KERRY",,Kerry,"€48,458.00",No,No,Second-Hand Dwelling house /Apartment,
08/05/2020,"APT 4 SOUTHLANDS, RATHMICHAEL PARK, BRAY RD",Dublin 18,Dublin,"€318,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/10/2020,"DOONMOON, ELTON, KILMALLOCK",,Limerick,"€193,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/11/2016,"149 THE SWEEPSTAKES, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/07/2021,"14 RUSHDEN CLOSE, SOUTHWAYS, ABBEYSIDE",,Waterford,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/07/2020,"APARTMENT 6, LUCY'S WOOD APARTMENT COMPLEX, BUNCLODY",,Wexford,"€50,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/06/2020,"No. 13 Tulaigh na Greine, Tullagh Hill, Loughrea",,Galway,"€214,594.39",Yes,Yes,New Dwelling house /Apartment,
24/05/2018,"MONALOUGHRA, BALLYLOOBY, CAHIR",,Tipperary,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/03/2021,"MAULNASKEHA, DRIMOLEAGUE, CORK",,Cork,"€140,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/07/2015,"33 MORROW HOUSE THE COAST, BALDOYLE DUBLIN 13, DUBLIN",Dublin 13,Dublin,"€100,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
07/12/2012,"75 River Oaks, Claregalway, Co. Galway",,Galway,"€144,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2016,"UPPER LISS, CASTLECOVE KERRY, KERRY",,Kerry,"€122,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/07/2019,"17 The Birches, Ballinahinch Wood, Ashford",,Wicklow,"€339,207.00",No,Yes,New Dwelling house /Apartment,
15/07/2021,"2 BEECHWOOD, CLONBALT WOOD, LONGFORD",,Longford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/01/2021,"KNOCKALEGAN, BALLINA RD, CROSSMOLINA",,Mayo,"€406,000.00",No,No,Second-Hand Dwelling house /Apartment,
